Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Yang, F; Zhang, JS",,,,"Yang, Fan; Zhang, Jiansong",,,Prompt-based automation of building code information transformation for compliance checking,AUTOMATION IN CONSTRUCTION,,,,,,,,,,Building code; Information transformation; Automated compliance checking; Prompt engineering; Natural language processing; Large language models (LLMs),,"Transforming building code information into a machine-processable format is essential for automated compliance checking, yet it presents significant challenges. A prompt-based framework was developed to automate the conversion into a logic programming language. Its effectiveness was assessed by testing the framework on 51 requirements from the International Building Code (IBC) 2015, achieving 97.37 % precision and 95.88 % recall at the logic clause level, with only 2 % of the data used for training. Further testing on crash report transformation enhanced efficiency, reducing the average code generation time to approximately 60.8 s, thereby achieving a 27.8 % time savings compared to existing rule-based methods. This paper contributes to the body of knowledge by introducing an effective, versatile, and user-friendly approach to automated building code information transformation, markedly decreasing the reliance on training data, time, and manual efforts.",,,,,,,,,,,,,,,,,,,,,,,,DEC 1,2024,168,,A,,,,,,105817,10.1016/j.autcon.2024.105817,0,,OCT 2024,,,,,,,,,,,,0
J,"Ismail, AS; Ali, KN; Iahad, NA; Kassem, MA; Al-Ashwal, NT",,,,"Ismail, Aimi Sara; Ali, Kherun Nita; Iahad, Noorminshah A.; Kassem, Mukhtar A.; Al-Ashwal, Najib Taher",,,BIM-Based Automated Code Compliance Checking System in Malaysian Fire Safety Regulations: A User-Friendly Approach,BUILDINGS,,,,,,,,,,building information modelling; compliance checking; semantics; knowledge representation; visual programming language,BUILDING CODES; KNOWLEDGE; MODEL; INFRASTRUCTURE; REPRESENTATION,"Developing automated code compliance checking systems is becoming increasingly complex-to the extent of challenging the implementation of these systems. This paper addresses the need to develop an automated system that prioritises user accessibility. Accordingly, the study aims to develop a system through a semi-automated rule translation process and the utilisation of BIM models in native file format. A total of 256 fire safety clauses in Malaysian regulations were translated through logic-based approaches (classification technique, decomposition through semantic mark-up method, and interview method), which further assisted in identifying the necessary BIM properties. A visual programming language was then utilised to demonstrate the proof-of-concept prototype. The classification technique and semantic mark-up method were established and structured in this study by developing a framework and flowchart to provide specific guidelines for formalizing the clauses. The semi-automated translation process encouraged the participation of relevant regulatory experts and provided more user accessibility compared to existing studies. This study also offered more practicality for designers to employ the system by utilizing native BIM model data representation. High mean scores ranging from 4.09 to 4.96 were obtained for the validation process, which affirmed the feasibility of the BIM-based Automated System for Malaysian Code Compliance Checking (BIMSMACC) to assist designers.",,,,,,,,,,,,,,,,,,,,,,,,JUN,2023,13,6,,,,,,,1404,10.3390/buildings13061404,0,,,,,,,,,,,,,,0
J,"Bloch, T; Borrmann, A; Pauwels, P",,,,"Bloch, Tanya; Borrmann, Andre; Pauwels, Pieter",,,Graph-based learning for automated code checking - Exploring the application of graph neural networks for design review,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,Automated code compliance; Graph Neural Network (GNN); Machine Learning (ML); Rule -based checking; Building Information Modeling (BIM),,"Although automated code checking (ACC) has been a subject of interest for many years, we have not yet seen significant breakthroughs in the field that may lead to the development of generic, comprehensive tools for ACC. Hard-coded rules are the backbone of all emerging platforms for ACC. These rules require a significant amount of engineering, which often requires manual labor; and the resulting rule sets are strict and difficult to scale to other building models. On the other hand, approaches relying purely on classic machine learning (e.g. SVM) are too coarse and unable to accurately express building information. In our hope to come up with a more scalable solution, we investigate here a novel workflow that relies on graph-based learning algorithms instead of processing rule sets. We illustrate the suggested workflow by checking accessibility requirements in residential houses, which we believe is one of the more promising rule sets that can be checked using graph-based learning methods. The high accuracy of the obtained results is encouraging to continue exploring Graph Neural Networks (GNN) for this type of ACC, yet rule-based and classic ML-based approaches show other advantages as well (rigor and speed, respectively). The main contribution of this work is therefore its identification of meaningful limitations and directions for future research, including alternative graph structures and GNN architectures.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2023,58,,,,,,,,102137,10.1016/j.aei.2023.102137,0,,AUG 2023,,,,,,,,,,,,0
J,"Alnuzha, M; Bloch, T",,,,"Alnuzha, Maen; Bloch, Tanya",,,THE ROLE OF MACHINE LEARNING IN AUTOMATED CODE CHECKING - A SYSTEMATIC LITERATURE REVIEW,JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION,,,,,,,,,,Automated Code Compliance; Machine Learning (ML); Rule-based checking; Building Information Modeling (BIM),LANGUAGE; ELEMENT,"Building design must adhere to numerous codes, laws, and regulations. In practice, despite the available tools for Automated Code Checking (ACC) and the extensive research in the field, checking whether a given design complies with all relevant regulatory requirements remains a manual and time-consuming task. A comprehensive checking system that provides highly automated solutions for a wide range of regulations remains a distant goal. Recent studies have underscored the potential of engaging advanced technologies like Machine Learning (ML) and Natural Language Processing (NLP) to enhance ACC abilities. Hence, this work aims to review recent advancements in implementing ML technologies in code compliance checking, identify knowledge gaps, and suggest future research directions. By implementing a systematic literature review methodology, we identify three key research areas within the domain: processing regulatory text, processing design information, and an overall checking mechanism. Existing efforts explore each of these areas using a variety of ML algorithms to enhance their effectiveness. Despite the notable advancements, challenges persist due to the complexity of regulations, ambiguity of legal texts, and the scarcity of training data, all of which limit the scalability of the presented approaches. Additionally, while ML enhances flexibility by learning from data rather than relying on hardcoded rules, it introduces uncertainties in decision-making processes critical to building permitting. The review highlights the potential for hybrid approaches that combine the strengths of both rule-based systems and ML models to effectively address these challenges.",,,,,,,,,,,,,,,,,,,,,,,,,2025,30,,,,,,22,44,,10.36680/j.itcon.2025.002,0,,,,,,,,,,,,,,0
J,"Chen, Y; Jiang, HX",,,,"Chen, Yian; Jiang, Huixian",,,Optimizing automated compliance checking with ontology-enhanced natural language processing: Case in the fire safety domain,JOURNAL OF ENVIRONMENTAL MANAGEMENT,,,,,,,,,,Ontology automatic construction; Automated compliance checking (ACC); Named entity recognition; Relationship extraction; Pre-trained language model; Rule interpretation,RELATION EXTRACTION,"The fire safety compliance checking (FSCC) plays a crucial role in ensuring the quality of fire engineering design and eliminating inherent fire hazards. It requires an objective and rational interpretation of fire regulations. However, the texts of fire regulations are filled with numerous rules related to spatial limitations, which pose a significant challenge in interpreting them. The current method of interpreting these rules mostly relies on manual translation, which is not efficient. To address this issue, this study proposes an innovative automated framework for interpreting rules by combining ontology technology with natural language processing (NLP). Through the utilization of pre-trained language models (PLMs), concepts and relationships are extracted from sentences, a domain-specific ontology is established, spatial knowledge is transformed into language-agnostic tree structures based on the ontology, and the semantic components of spatial relationships are extracted. The tree structure is then mapped to logical clauses based on semantic consistency, thereby improving the efficiency of interpretation. Experimental results demonstrate that the architecture achieves an F1 score of 86.27 for entity extraction and 81.81 for spatial relationship joint extraction tasks, with an accuracy of 96.26% in the formalization of logical rules, highlighting its proficiency in automatically interpreting fire spatial rules. This study offers technical support to enhance public understanding of fire safety management and fire prevention predictions, thereby promoting the intelligent management of the building safety environment.",,,,,,,,,,,,,,,,,,,,,,,,DEC,2024,371,,,,,,,,123320,10.1016/j.jenvman.2024.123320,0,,NOV 2024,,,,,,,,,,,,0
J,"Recski, G; Iklódi, E; Lellmann, B; Kovács, A; Hanbury, A",,,,"Recski, Gabor; Iklodi, Eszter; Lellmann, Bjorn; Kovacs, Adam; Hanbury, Allan",,,BRISE-plandok: a German legal corpus of building regulations,LANGUAGE RESOURCES AND EVALUATION,,,,,,,,,,"Rule corpus; Rule extraction; Annotation,; Rule-based methods; Deontic logic; Automated compliance checking",SEMANTIC APPROACH; CLASSIFICATION,"We present the BRISE-Plandok corpus, a collection of 250 text documents with a total of over 7000 sentences from the Zoning Map of the City of Vienna, annotated manually with formal representations of the rules they convey. The generic rule format used by the corpus enables automated compliance checking of building plans, a process developed as part of the BRISE (https://smartcity.wien.gv.at/en/brise/) project. The format also allows for conversion to multiple logic formalisms, including dyadic deontic logic, enabling automated reasoning. Annotation guidelines were developed in collaboration with experts of the city's building inspection office, describing nearly 100 domain-specific attributes with examples. Each document was annotated independently by two trained annotators and subsequently reviewed by the authors. A rule-based system for the automatic extraction of rules from text was developed and used in the annotation process to provide suggestions. The reviewed dataset was also used to train a set of baseline machine learning models for the task of attribute extraction, the main step in the rule extraction process. Both the rule-based system and the ML baselines are evaluated on the annotated dataset and released as open-source software. We also describe and release the framework used for generating and parsing the interactive xlsx spreadsheets used by annotators.",,,,,,,,,,,,,,,,,,,,,,,,JUN,2025,59,2,,,,,1043,1082,,10.1007/s10579-024-09747-7,0,,JUL 2024,,,,,,,,,,,,0
C,"Karmakar, A; Delhi, VSK",,"Skatulla, S; Beushausen, H",,"Karmakar, Ankan; Delhi, Venkata Santosh Kumar",,,Requirements of Machine Learning and Semantic Enrichment for BIM-Based Automated Code Compliance Checking: A Focus Group Study,"ADVANCES IN INFORMATION TECHNOLOGY IN CIVIL AND BUILDING ENGINEERING, ICCCBE 2022, VOL 1",Lecture Notes in Civil Engineering,,,,,,,,,Automated Code Compliance Checking; Semantic Enrichment; Machine Learning; Building Information Modeling; Focus Group Study,,"Several regulations, standards, and requirements govern the lifecycle of the built environment. Such instances include legislations, government development control rules, environmental compliances, project and contractual requirements, and performance standards to be followed during construction. Compliance checking is a complex task that is often conducted manually, making it a resource-intensive, error-prone, and time-consuming affair. Past researchers have worked on methods and processes of automated compliance checking systems (ACCS); however, there has been a negligible adaptation in the industry. To this end, this study tries to recognize the reasons for the gap in the implementation of the pre-construction permit compliance systems in the Indian construction industry. The study understands the reasons from the end-user's perspective through the means of a focus group study. Key findings indicate manual pre-processing of data is a significant hurdle in Building Information Models (BEM) for application in ACCS. ACCS applications developed are restricted in their area of usage due to the limitation in applicability beyond explicit building code clauses. Rule-based validation of regulation requires enriched structured data, which is generally absent from the models developed by architects in the design phase. The study indicates the necessity of automated data pre-processing step that includes intelligent model filling suggestions and semantic enrichment to increase the adoption of ACCS. This study points out that automatic semantic enrichment (SE) can he achieved by applying machine learning (ML). Areas of application of SE in ACCS are identified in the study, which can enhance the industry's user experience and adaptation of ACCS.",,,,,,,,,,,,,,,,,,,,,,,,,2024,357,,,,,,65,74,,10.1007/978-3-031-35399-4_6,0,,,,,,,,,,,,,,0
J,"Peng, JL; Liu, XJ",,,,"Peng, Junlong; Liu, Xiangjun",,,Automated code compliance checking research based on BIM and knowledge graph,SCIENTIFIC REPORTS,,,,,,,,,,,FRAMEWORK; ONTOLOGY; DESIGN; NLP,"Automated code compliance checking plays an important role in moving the construction industry forward. While traditional drawing review relies on the identification of industry experts, the purpose of this study is to realize automatic code review by using BIM technology and knowledge graph technology. The method is based on knowledge graph to transform the specification provisions involved in the review of drawings into a computer-recognizable structured language using natural language processing technology to form a human-machine-readable knowledge graph pattern. For the review of BIM models, the BIM model information is exported and the global resource description framework of the building model is obtained in protege, and the review report is finally obtained after mapping rules and review rules. Finally, the feasibility of the method is verified by an example. This study can effectively solve the problems of manual dependency and inefficiency in the process of review.",,,,,,,,,,,,,,,,,,,,,,,,MAY 1,2023,13,1,,,,,,,7065,10.1038/s41598-023-34342-1,0,,,,,,,,,,,,,,0
C,"Wang, Y; Barta, D; Hesse, J; Buchwald, P; Paschke, A",,"Kirrane, S; Simkus, M; Soylu, A; Roman, D",,"Wang, Ya; Barta, Dainel; Hesse, Julian; Buchwald, Philip; Paschke, Adrian",,,Legally-Guided Automated Decision-Making System Using Language Model Agents for Autonomous Driving,"RULES AND REASONING, RULEML+RR 2024",Lecture Notes in Computer Science,,,,,,,,,Neurosymbolic System; Large Language Model Agent; Ontological Reasoning; Rule Compliance; Autonomous Driving,ONTOLOGY-BASED FRAMEWORK; COMPLIANCE CHECKING,"Recent advances in language models have facilitated the development of agent-based systems. Despite their encouraging results in various reasoning tasks, these systems often operate as black boxes, raising concerns about potential illegal behavior due to opaque decision-making processes. This concern is particularly critical in autonomous driving, where precise decision-making requires a thorough understanding of traffic scenes and strict adherence to established norms. In this paper, we propose a legally-guided automated decision making system (LAD) that employs language models to dynamically retrieve facts for related rules through context-based query generation while delegating decisionmaking to a symbolic solver. In our experiments, we demonstrate that this neuro-symbolic system, with a limited number of formalized traffic rules, provides a more accurate, interpretable, and traceable solution for rule-compliant decision-making compared to pure language models.",,,,,,,,,,,,,,,,,,,,,,,,,2024,15183,,,,,,234,248,,10.1007/978-3-031-72407-7_17,0,,,,,,,,,,,,,,0
J,"Liu, EI; Althoff, M",,,,"Liu, Edmond Irani; Althoff, Matthias",,,Specification-Compliant Driving Corridors for Motion Planning of Automated Vehicles,IEEE TRANSACTIONS ON INTELLIGENT VEHICLES,,,,,,,,,,Planning; Trajectory; Model checking; Reachability analysis; Monitoring; Intelligent vehicles; Vehicle dynamics; Automated vehicles; motion planning; traffic rules; temporal logic; reachability analysis; model checking,LTL,"It is crucial for automated vehicles to explicitly comply with specifications, including traffic rules, to ensure their safe and effective participation in road traffic. Such compliance is also essential for vehicle manufacturers to avoid liability claims in the event of accidents. We propose a novel approach addressing the problem of specification-compliant motion planning for automated vehicles. Our approach couples set-based reachability analysis with automata-based model checking and outputs specification-compliant driving corridors. These driving corridors serve as motion planning constraints and expedite the generation of trajectories complying with specifications expressed in metric temporal logic. In contrast to existing works, our approach efficiently and exhaustively verifies all driving corridors of an automated vehicle, leveraging mature model checking techniques. We demonstrate the applicability, effectiveness, and efficiency of our approach using various specifications on scenarios from the CommonRoad benchmark suite. Moreover, we benchmark the performance of our prototype against multiple scenarios, indicating that our approach is real-time capable.",,,,,,,,,,,,,,,,,,,,,,,,SEP,2023,8,9,,,,,4180,4197,,10.1109/TIV.2023.3289580,0,,,,,,,,,,,,,,0
J,"Tao, XY; Wu, ZJ; Xu, YQ; Zheng, CL; Fang, YH; Das, M; Liu, H; Gong, XB; Cheng, JCP",,,,"Tao, Xingyu; Wu, Zhaoji; Xu, Yuqing; Zheng, Chengliang; Fang, Yihai; Das, Moumita; Liu, Hao; Gong, Xingbo; Cheng, Jack C. P.",,,Smarter smart contracts for automatic BIM metadata compliance checking in blockchain-enabled common data environment,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,BIM; Knowledge Graph; Common data environment (CDE); Blockchain; Smart Contract; ISO 19650 standards,,"Blockchain technology is gaining increasing attention in BIM -based collaboration to enhance BIM security (e.g., traceability, integrity, and immutability). Due to the block size limitation, most existing BIM-blockchain interactions focus on recording BIM metadata (or attributes) on the blockchain. However, verifying the correctness or compliance of the input metadata is often overlooked, resulting in the sharing of incorrect versions, disputes over data ownership, and corrupted documents. Two research gaps have been identified: (1) a lack of domain knowledge for metadata compliance checking in BIM collaborative design and (2) an absence of methods to perform compliance checking when interacting with blockchain. Therefore, this paper proposes a blockchainenabled common data environment (BECDE) framework that leverages a knowledge graph (KG) and smart contract technology. This framework makes three contributions to the body of knowledge: (1) It explores the mechanism of integrating KG with smart contracts and the CDE workflow to enable compliance checking in a distributed blockchain environment. Within this framework, two essential technical elements -compliance checking rules (CCRs) and smarter  smart contracts (SSCs) -are identified. (2) It establishes the KG of the ISO 19650 standards to generate CCRs and develops Semantic Web Rule Language (SWRL) algorithms to convert the natural -language -based CCRs into blockchain-readable rules. (3) It develops SSC algorithms by incorporating CCRs to automate checking BIM metadata compliance before appending them to the blockchain. The BECDE framework is validated in three actual project BIM design scenarios, with results showing that (1) the SSCs outperform existing BIM smart contracts by improving the quality of input data within the blockchain and (2) the computing performances of the SSCs -with latency at the millisecond level and throughput around 250 transactions per second -meet the requirements of BIM -based collaboration. By integrating domain knowledge into a blockchain, the BECDE framework facilitates a trustworthy BIM environment where project members can rely on both data security and quality.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2024,62,,A,,,,,,102627,10.1016/j.aei.2024.102627,0,,JUN 2024,,,,,,,,,,,,0
C,"Zheng, Z; Kang, BR; Yuan, QT; Zhou, YC; Lu, XZ; Lin, JR",,"Skatulla, S; Beushausen, H",,"Zheng, Zhe; Kang, Bo-Rui; Yuan, Qi-Tian; Zhou, Yu-Cheng; Lu, Xin-Zheng; Lin, Jia-Rui",,,Text Mining-Based Patent Analysis for Automated Rule Checking in AEC,"ADVANCES IN INFORMATION TECHNOLOGY IN CIVIL AND BUILDING ENGINEERING, ICCCBE 2022, VOL 2",Lecture Notes in Civil Engineering,,,,,,,,,Automated Rule Checking (ARC); Patent analysis; Text mining center dot; Social Network Analysis (SNA); Latent Dirichlet Allocation (LDA); Application hotspots and future trends,LDA,"Automated rule checking (ARC), which is expected to promote the efficiency of the compliance checking process in the architecture, engineering, and construction (AEC) industry, is gaining increasing attention. Throwing light on the ARC application hotspots and forecasting its trends are useful to the related research and drive innovations. Therefore, this study takes the patents from the database of the Derwent Innovations Index database (DII) and China national knowledge infrastructure (CNKI) as data sources and then carried out a three-step analysis including (1) quantitative characteristics (i.e., annual distribution analysis) of patents, (2) identification of ARC topics using a latent Dirichlet allocation (LDA) and, (3) SNA-based co-occurrence analysis of ARC topics. The results show that the research hotspots and trends of Chinese and English patents are different. The contributions of this study have three aspects: (1) an approach to a comprehensive analysis of patents by integrating multiple text mining methods (i.e., SNA and LDA) is introduced; (2) the application hotspots and development trends of ARC are reviewed based on patent analysis; and (3) a signpost for technological development and innovation of ARC is provided.",,,,,,,,,,,,,,,,,,,,,,,,,2023,358,,,,,,11,25,,10.1007/978-3-031-32515-1_2,0,,,,,,,,,,,,,,0
J,"Anim, J; Robaldo, L; Wyner, AZ",,,,"Anim, Joseph; Robaldo, Livio; Wyner, Adam Z.",,,A SHACL-Based Approach for Enhancing Automated Compliance Checking with RDF Data,INFORMATION,,,,,,,,,,automated compliance checking; RDF and SHACL; legal tech,LEGAL KNOWLEDGE; REPRESENTATION,"Automated Compliance Checking (ACC) has emerged as a critical tool for enforcing legal regulations across various domains. This paper contributes to ongoing research in Semantic Web technologies, particularly focusing on the execution of SHACL-SPARQL rules on RDF data. The RDF, being one of the most widely used knowledge representation (KR) formats, serves as the foundation of our approach, ensuring compatibility with existing standards and enhancing interoperability. Our research enhances the aggregate and temporal aspects of ACC by addressing the limitations of traditional ACC methodologies, which often fall short in managing the nuanced temporal and aggregate requirements essential for legal reasoning. Through a case study analysis of selected regulations with aggregate and temporal facets in LI 2204, which regulates local content and participation in Ghana's upstream petroleum industry, this paper demonstrates the effectiveness of the proposed solution in achieving these dimensions of ACC. The findings underscore the potential of Semantic Web technologies to transform ACC practices by moving towards standardized, interoperable solutions. All source codes are freely available online together with instructions to locally reproduce the simulations.",,,,,,,,,,,,,,,,,,,,,,,,DEC,2024,15,12,,,,,,,759,10.3390/info15120759,0,,,,,,,,,,,,,,0
C,"Mateus, RJG; Pinto, FS; Fauth, J; Azenha, M; Granja, J; Veludo, R; Muniz, B; Reis, J; Marques, P",,"Silva, FJG; Pereira, AB; Campilho, RDSG",,"Mateus, Ricardo J. G.; Pinto, Francisco Silva; Fauth, Judith; Azenha, Miguel; Granja, Jose; Veludo, Ricardo; Muniz, Bruno; Reis, Joao; Marques, Pedro",,,Improving Regulations for Automated Design Checking Through Decision Analysis Good Practices: A Conceptual Application to the Construction Sector,"FLEXIBLE AUTOMATION AND INTELLIGENT MANUFACTURING: ESTABLISHING BRIDGES FOR MORE SUSTAINABLE MANUFACTURING SYSTEMS, FAIM 2023, VOL 1",Lecture Notes in Mechanical Engineering,,,,,,,,,Automation; Building Permit; Regulation; Legal Drafting; Decision Analysis,,"Automating regulations is difficult because they were not drafted for computers. This article suggests decision analysis good practices to structure, analyze and support regulation drafting, namely: structuring rules using a means-ends objectives network, identifying the level at which rules should be set, developing performance measures for each fundamental objective, setting compliance thresholds based on the respective upper-level objectives and trade-offs, and monitoring and adapting rules. The approach is illustrated and validated through its theoretical application to Portuguese rights to light regulation. It proposes specific performance-based metrics on three fundamental objectives from this regulation: direct sunlight; natural daylight; and solar energy. Climate-based daylight simulation methods coupled with Building Information Modeling (BIM) provide the breakthrough to develop better performance-based metrics, rules, and building design optimization.",,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,160,169,,10.1007/978-3-031-38241-3_19,0,,,,,,,,,,,,,,0
C,"Paskoff, C; Boton, C; Blanchet, P",,"Desjardins, S; Poitras, GJ; Nik-Bakht, M",,"Paskoff, Chloe; Boton, Conrad; Blanchet, Pierre",,,Comparative Analyses of Four BIM-Based Compliance Checking Tools,"PROCEEDINGS OF THE CANADIAN SOCIETY FOR CIVIL ENGINEERING ANNUAL CONFERENCE 2023, VOL 5, CSCE 2023",Lecture Notes in Civil Engineering,,,,,,,,,Building information modeling; Code compliance checking; Comparative analysis; Rule checking; Digital mockup,,"In much of the world, digital tools are already being used in industry for the everyday process of work, leading to better productivity and quality. But, according to recent studies, the architecture engineering and construction industry is lagging behind in this move to digital processes. Very few construction operations have been automated, and productivity in the construction industry is still low in 2022. However, several digital approaches and tools have been developed for the construction industry in the last few decades. Among them, the building information modeling (BIM) approach has the potential to significantly improve processes in the construction industry. BIM uses a multidimensional digital mock-up to document and simulate the design, construction, and operation of a built asset. Automatic code compliance checking is one of the many proposed BIM uses. It is defined as a process in which code validation software is used to check the model parameters against project-specific codes. While several software systems have been proposed, the existing tools are not yet commonly used and it is still difficult for end users to select the one most suited to their needs. As observed, there is a lack of studies comparing and assessing the verification tools available in today's software market. We aim to compare the four main commercially available digital verification tools. Two comparisons were conducted. In the first one, each tool was reviewed according to some desired functionalities based on criteria summarized in three categories: features, interoperability, and usability. In the second one, we studied the whole rule-checking process in detail. The results suggest that Navisworks offers interesting functionalities for reviewing collision issues and to inspect the inner view of a mock-up (walk-through). Due to its large rule library, Solibri Model Checker is well suited to assess a global mockup; nevertheless, it may be limited because its rule customization is restricted. On the contrary, both visual programming tools-Dynamo and Grasshopper-offer a broad possibility for rule checking due to the customization available to create their own rules, but there is a long learning code to master coding in visual programming.",,,,,,,,,,,,,,,,,,,,,,,,,2024,499,,,,,,461,471,,10.1007/978-3-031-61503-0_34,0,,,,,,,,,,,,,,0
J,"Li, SH; Jiang, ZY; Xu, Z",,,,"Li, Sihao; Jiang, Ziyang; Xu, Zhao",,,BIM-Based Model Checking: A Scientometric Analysis and Critical Review,APPLIED SCIENCES-BASEL,,,,,,,,,,building information modeling (BIM); automated compliance checking; scientometrics; critical review; industry foundation classes (IFC),CODE COMPLIANCE CHECKING; RULE CHECKING; AEC INDUSTRY; INFORMATION EXTRACTION; SEMANTIC APPROACH; DATA EXCHANGE; VALIDATION; SYSTEM; REQUIREMENTS; ELEMENT,"Building information modeling (BIM) has been widely applied throughout the entire lifecycle of projects in the architecture, engineering, and construction (AEC) industry. The errors in BIM models can lead to significant losses in engineering projects, thus leading to BIM-based model checking (BMC) technology garnering an increasing amount of attention. Despite numerous documents detailing the BMC process, there is a lack of systematic analysis and visualization of existing research. This study employs a combined approach of scientometric analysis and a critical review to survey articles on BMC published from 2008 to 2024 in the Web of Science (WOS) and Scopus databases. The scientific analysis objectively presents the status and evolution of this research field through quantitative data, including publications, authors, and references. Furthermore, the critical review is employed to analyze the content of the articles, summarizing the topics and challenges of current research. Finally, potential promising directions for future development are proposed.",,,,,,,,,,,,,,,,,,,,,,,,JAN,2025,15,1,,,,,,,49,10.3390/app15010049,0,,,,,,,,,,,,,,0
C,"Xiang, YF; Lin, P; Luo, YM; Ning, ZY; Liu, YG; Liu, K",,"Zhou, K",,"Xiang, Yunfei; Lin, Peng; Luo, Yiming; Ning, Zeyu; Liu, Yuanguang; Liu, Ke",,,Integrating Knowledge Graph and Large Language Model for Safety Management Regulatory Texts,"COMPUTATIONAL AND EXPERIMENTAL SIMULATIONS IN ENGINEERING, ICCES 2024-VOL 3",Mechanisms and Machine Science,,,,,,,,,Safety management; Automated compliance checking; Knowledge graph; Large language model,,"The safety management in the infrastructure industry is governed by a variety of regulatory documents and management codes. However, the current regulation compliance checking often relies on manual or exhaustive matching methods, which can result in issues such as inconsistent rating scales, artificial manipulation, and time-consuming procedures. Therefore, this study presents a novel approach that integrates knowledge graph (KG) and large language model (LLM) to facilitate knowledge mining and application in safety management regulatory texts. First, a semantic expression framework is established to represent the domain knowledge of regulatory texts. Subsequently, considering the requirements of rule interpretation, knowledge extraction is carried out on the regulatory texts to obtain KG. Then, based on the prompt-tuning, the KG is leveraged to enhance LLM's inference of regulatory documents and management codes. Finally, a safety management workflow based on automatic rule interpretation is proposed and successfully applied to a hydropower project. The results demonstrate that this method can effectively enhance the interpretability of safety management codes and reduce reliance on domain experts. This study substantiates the effectiveness of integrating KG and LLM for knowledge mining and application. This work can provide a practical reference for enhancing automated and intelligent safety management in the infrastructure industry.",,,,,,,,,,,,,,,,,,,,,,,,,2025,175,,,,,,1055,1062,,10.1007/978-3-031-81673-4_76,0,,,,,,,,,,,,,,0
C,"Guzman, JC; Dörr, H; Brenner, T; Gerlich, R; Münch, J; Kuhrmann, M",,"Pfahl, D; Huerta, JG; Klunder, J; Anwar, H",,"Guzman, Julio C.; Doerr, Heiko; Brenner, Thomas; Gerlich, Rainer; Muench, Juergen; Kuhrmann, Marco",,,Towards Generating Compliance Action Plans: A Discussion of Needs and Opportunities,"PRODUCT-FOCUSED SOFTWARE PROCESS IMPROVEMENT, PROFES 2024",Lecture Notes in Computer Science,,,,,,,,,Software Engineering; Compliance; Standards; Reference Model; Software Process,SOFTWARE-DEVELOPMENT METHODOLOGIES,"Ensuring compliance with industry standards and regulations is a critical challenge in software and systems engineering, particularly in domains such as automotive or aerospace in which adherence to standards is mandatory. Compliance checking is often manually connected, e.g., through reviews based on project-specific rules, which is a costly process. This paper proposes a structured, tool-supported approach to compliance analysis. The proposed approach is based on providing a computable reference model, which lays the foundation for the tailoring of project-specific processes, and an automated analysis of the degree of implemented compliance-relevant activities. A proof of concept was is presented, which includes the development of an ECSS-based reference model for software systems engineering, which was developed in close collaboration with practitioners from the aerospace domain. Based on this reference model, the process management tool Stages was used to provide means to generate assessments and action plans. To demonstrate the concept, an exemplary systems development process was modeled and analyzed, which allowed us to identify missing elements in the planed project activities.",,,,,,,,,,,,,,,,,,,,,,,,,2025,15452,,,,,,395,403,,10.1007/978-3-031-78386-9_30,0,,,,,,,,,,,,,,0
