Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Wu, J; Xue, XR; Zhang, JS",,,,"Wu, Jin; Xue, Xiaorui; Zhang, Jiansong",,,"INVARIANT SIGNATURE, LOGIC REASONING, AND SEMANTIC NATURAL LANGUAGE PROCESSING (NLP)-BASED AUTOMATED BUILDING CODE COMPLIANCE CHECKING (I-SNACC) FRAMEWORK",JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION,,,,,,,,,,Automated Compliance Checking; Building Codes; Invariant Signature; Building Information Modeling (BIM); Natural Language Processing; Logic Reasoning,,"Traditional manual building code compliance checking is costly, time-consuming, and human error -prone. With the adoption of Building Information Modeling (BIM), automation in such a checking process becomes more feasible. However, existing methods still face limited automation when applied to different building codes. To address that, in this paper, the authors proposed a new framework that requires minimal input from users and strives for full automation, namely, the Invariant signature, logic reasoning, and Semantic Natural language processing (NLP)-based Automated building Code compliance Checking (I-SNACC) framework. The authors developed an automated building code compliance checking (ACC) prototype system under this framework and tested it on Chapter 10 of the International Building Codes 2015 (IBC 2015). The system was tested on two real projects and achieved 95.2% precision and 100% recall in non-compliance detection. The experiment showed that the framework is promising in building code compliance checking. Compared to the state-of-the-art methods, the new framework increases the degree of automation and saves manual efforts for finding non-compliance cases.",,,,,,,,,,,,,,,,,,,,,,,,,2023,28,,,,,,1,18,,10.36680/j.itcon.2023.001,0,,,,,,,,,,,,,,0
J,"Lee, JK; Cho, KYHY; Choi, H; Choi, S; Kim, S; Cha, SH",,,,"Lee, Jin-Kook; Cho, Kyunghyun; Choi, Hyeokjin; Choi, Soohyung; Kim, Sumin; Cha, Seung Hyun",,,High-level implementable methods for automated building code compliance checking,DEVELOPMENTS IN THE BUILT ENVIRONMENT,,,,,,,,,,High-level method; Implementable method; Automated building code compliance checking; Building permit; Building information modeling (BIM),DATA EXCHANGE; SEMANTIC APPROACH; RULE CHECKING; INFORMATION; BIM; MODEL; FRAMEWORK; LANGUAGE; DESIGN; LOGIC,"This paper presents an approach for defining high-level implementable methods to improve their low-level rulechecking procedures. This is part of an effort to develop challenging building information modeling (BIM)enabled applications for building permits through automated code compliance checking. The main approach described here aims to alleviate the time-consuming and error-prone tasks of translating natural language into explicitly defined rules. An explicit expression of design requirements is key to building projects involving collaboration between architects, code experts, and developers. To maximize the generalization, neutralization, and reusability of the given rules in natural (written) language, we propose a series of high-level implementable computer programming methods (operators); these can be beneficial for translating verb phrases in building act sentences with minimal ambiguity as well as representing the peculiar properties of building objects without conflicts. Lastly, we demonstrate its application in code compliance checking by employing KBimCode and the developed rule-checking software.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2023,15,,,,,,,,100174,10.1016/j.dibe.2023.100174,0,,MAY 2023,,,,,,,,,,,,0
J,"Karmakar, A; Kumar, VS",,,,"Karmakar, Ankan; Kumar, Venkata Santosh",,,Semantic BIM enrichment using a hybrid ML and rule-based framework for automated tenement compliance checking,AUTOMATION IN CONSTRUCTION,,,,,,,,,,Building information modeling; Semantic enrichment; Machine learning; Industry foundation classes; Automated code compliance checking,MODELS,"Semantic enrichment enhances BIM models by extracting structured information, improving their applicability for Automated Code Compliance Checking. Rule-based methods rely on well-defined conditions but struggle with tasks like space classification, where explicit checking rules are unavailable. Meanwhile, ML-based classification introduces adaptability but faces liability challenges due to misclassifications. This paper proposes a hybrid framework integrating ML for space classification and rule-based inferencing for tenement identification. The approach ensures that ML automates preprocessing, improving classification through meticulous feature engineering, while rule-based reasoning guarantees logical consistency during verification. Validated using realworld datasets from residential projects in Mumbai, India as a case, the ML-based space classification component achieves an F1-score of 0.85 and accuracy of 0.86, demonstrating its effectiveness. The deterministic tenement identification process delivers error-free results for various dwelling configurations, making it highly suitable for verification workflows. This study advances scalable BIM-based compliance systems by refining semantic enrichment methodologies for future applications.",,,,,,,,,,,,,,,,,,,,,,,,SEP,2025,177,,,,,,,,106369,10.1016/j.autcon.2025.106369,0,,,,,,,,,,,,,,0
J,"Cassandro, J; Mirarchi, C; Zanchetta, C; Pavan, A",,,,"Cassandro, Jacopo; Mirarchi, Claudio; Zanchetta, Carlo; Pavan, Alberto",,,ENHANCING ACCURACY IN COST ESTIMATION: STRUCTURED COST DATA INTEGRATION AND MODEL VALIDATION,JOURNAL OF INFORMATION TECHNOLOGY IN CONSTRUCTION,,,,,,,,,,BIM; IFC; cost ontology; compliance checking; cost item; Information Delivery Specification (IDS); AEC/FM,STANDARD,"Cost estimation for tendering is one of the leading causes of legal disputes in the architecture, engineering, construction, and facilities management (AEC/FM) industry. To date, there are no standardized procedures for verifying cost estimation accuracy. The association between cost data and geometric model objects is currently done manually, leading to time losses and inaccuracies in cost estimates. This study defines a new architecture for cost items within the Industry Foundation Classes (IFC) data model to ensure structured cost data, which is currently expressed in unstructured natural language. It encompasses the definition of a cost domain in IFC, potential relationships it may have with an IFC geometric information model, and the validation of these relationships through semi-automated verification procedures of structured data (geometric-cost). A specific case study, focused on a structural IFC model, is examined to assess current and future applications. Additionally, rules for BIM information requirements will be defined through the Information Delivery Specification (IDS) to ensure clear understanding for both humans and computers. This will specify which data must be included in the geometric model to ensure validation and verification of the uniqueness of associated cost data. The results demonstrate the feasibility of defining structured cost elements in IFC and verifying their association with geometric data to ensure coherence and uniqueness in cost estimation.",,,,,,,,,,,,,,,,,,,,,,,,,2024,29,,,,,,,,,10.36680/j.itcon.2024.058,0,,,,,,,,,,,,,,0
J,"Abdelalim, AM; Elbeltagi, EE; Abdelgawad, M",,,,"Abdelalim, Ahmed Mohammed; Elbeltagi, Emad E.; Abdelgawad, Mohamed",,,Automated detection of building rules compliance using building information modelling,INTERNATIONAL JOURNAL OF APPLIED MANAGEMENT SCIENCE,,,,,,,,,,BIM; building information modelling; ACCCS; automated code compliance checking system; SMART-codes; SMC; Solibri model checker; EDM; express data manager model checker; the Unified Egyptian Building Law (No119/Year 2008); building permits,CODE COMPLIANCE CHECKING; BIM,"Issuance of buildings' permits prior to construction is vital process which requires the design drawings to abide by the governing regulations. There is an increasing demand for maintaining the compliance process with accuracy, quality and timeliness. The responsibility is majorly done by governmental authorities manually in many countries worldwide, having human errors, as well as wasting time and efforts. This paper presents an automated compliance checking model for residential buildings using building information modelling (BIM). The proposed model is carried out through interpretation of the building rules, rules-set creation, and the process of classifying architectural elements. Eventually, a compliance report is issued, whether pass or fail, in addition to identifying the non-compliance elements. A case study based on the Egyptian Construction Legislation was presented, 110 face-to-face interviews were conducted with experts to validate the model applicability. Results showed the model has positive impact and fade away the disadvantages of manual checking.",,,,,,,,,,,,,,,,,,,,,,,,,2024,16,2,,,,,,,,10.1504/IJAMS.2024.138650,0,,,,,,,,,,,,,,0
J,"Liu, H; Gao, G; Zhang, HH; Liu, YS; Song, Y; Gu, M",,,,"Liu, Han; Gao, Ge; Zhang, Hehua; Liu, Yu-Shen; Song, Yan; Gu, Ming",,,MVDLite: A fast validation algorithm for Model View Definition rules,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,Model View Definition (MVD); Industry Fundamental Classes (IFC); Building Information Model (BIM); Automated compliance checking,,"Model View Definition (MVD) is the mainstream method for formally representing the knowledge about the data exchange of building information models (BIMs). The MVD ruleset can be used in automatically validating the compliance of the BIM data against the exchange requirements and rule constraints. At present, MVD validation is performed with the matching-checkingprocess according to the data structure templates and the rule statements respectively. However, there are redundant visit of edges and nodes in a process with separated subgraph matching and value checking, and the efficiency of MVD validation on large real-world models is still a challenge. In this paper, the MVDLite algorithm is proposed for the fast validation of MVD rules. By integrating the separated templates and statements into a rule-chainstructure, a fast round-trip searching can be performed, which remarkably speeds up the MVD validation in the experiments. Discussions on the complexity of the MVD validation algorithms and the applicable scope of the proposed algorithm are also provided, which intends to bring some new ideas to the community about the future evolution of the MVD technology.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2023,58,,,,,,,,102132,10.1016/j.aei.2023.102132,0,,AUG 2023,,,,,,,,,,,,0
J,"Tao, XY; Wu, ZJ; Xu, YQ; Zheng, CL; Fang, YH; Das, M; Liu, H; Gong, XB; Cheng, JCP",,,,"Tao, Xingyu; Wu, Zhaoji; Xu, Yuqing; Zheng, Chengliang; Fang, Yihai; Das, Moumita; Liu, Hao; Gong, Xingbo; Cheng, Jack C. P.",,,Smarter smart contracts for automatic BIM metadata compliance checking in blockchain-enabled common data environment,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,BIM; Knowledge Graph; Common data environment (CDE); Blockchain; Smart Contract; ISO 19650 standards,,"Blockchain technology is gaining increasing attention in BIM -based collaboration to enhance BIM security (e.g., traceability, integrity, and immutability). Due to the block size limitation, most existing BIM-blockchain interactions focus on recording BIM metadata (or attributes) on the blockchain. However, verifying the correctness or compliance of the input metadata is often overlooked, resulting in the sharing of incorrect versions, disputes over data ownership, and corrupted documents. Two research gaps have been identified: (1) a lack of domain knowledge for metadata compliance checking in BIM collaborative design and (2) an absence of methods to perform compliance checking when interacting with blockchain. Therefore, this paper proposes a blockchainenabled common data environment (BECDE) framework that leverages a knowledge graph (KG) and smart contract technology. This framework makes three contributions to the body of knowledge: (1) It explores the mechanism of integrating KG with smart contracts and the CDE workflow to enable compliance checking in a distributed blockchain environment. Within this framework, two essential technical elements -compliance checking rules (CCRs) and smarter  smart contracts (SSCs) -are identified. (2) It establishes the KG of the ISO 19650 standards to generate CCRs and develops Semantic Web Rule Language (SWRL) algorithms to convert the natural -language -based CCRs into blockchain-readable rules. (3) It develops SSC algorithms by incorporating CCRs to automate checking BIM metadata compliance before appending them to the blockchain. The BECDE framework is validated in three actual project BIM design scenarios, with results showing that (1) the SSCs outperform existing BIM smart contracts by improving the quality of input data within the blockchain and (2) the computing performances of the SSCs -with latency at the millisecond level and throughput around 250 transactions per second -meet the requirements of BIM -based collaboration. By integrating domain knowledge into a blockchain, the BECDE framework facilitates a trustworthy BIM environment where project members can rely on both data security and quality.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2024,62,,A,,,,,,102627,10.1016/j.aei.2024.102627,0,,JUN 2024,,,,,,,,,,,,0
J,"Wu, JB; Nousias, S; Borrmann, A",,,,"Wu, Jiabin; Nousias, Stavros; Borrmann, Andre",,,Design Healing framework for automated code compliance,AUTOMATION IN CONSTRUCTION,,,,,,,,,,Building information modeling (BIM); Automated compliance checking (ACC); Design space exploration (DSE); Sensitivity analysis (SA); Graph theory,SENSITIVITY-ANALYSIS; CONSTRUCTION; OPTIMIZATION; VARIABLES; CHECKING; MODELS; SYSTEM; CAD; BIM,"Automated Compliance Checking (ACC) techniques have advanced significantly, enabling designers to evaluate building designs against codes. However, architectural engineers have to improve the design by manually implementing the ACC results, which is laborious, iterative, and requires domain expertise. To address this challenge, this paper introduces a Design Healing framework that adapts the original design into code-compliant alternatives. By integrating design data and ACC results, the framework identifies critical non-compliant components through a graph-based topological algorithm and sensitivity analysis. A prior knowledge-informed design space exploration is conducted to find valid alternatives and quantify modifications using weighted Euclidean distances, allowing designers to select options closely aligned with the initial design. Multi-scenario experiments demonstrate the framework's effectiveness in resolving architectural spatial design violations. By automating post-checking design adaptation, the framework reduces manual revisions and provides an efficient tool for achieving compliance while accommodating varying design constraints. This paper establishes a basis for advancing designer-centered automated design correction methods based on ACC techniques.",,,,,,,,,,,,,,,,,,,,,,,,MAR,2025,171,,,,,,,,106004,10.1016/j.autcon.2025.106004,0,,JAN 2025,,,,,,,,,,,,0
J,"Aslam, B; Umar, T",,,,"Aslam, Bilal; Umar, Tariq",,,Automated code compliance checking through building information modelling,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-STRUCTURES AND BUILDINGS,,,,,,,,,,building information modelling (BIM); developing countries; United Nations Sustainable Development Goals,BIM; CONSTRUCTION; IMPLEMENTATION; SYSTEM,"The design, construction and handing over of building projects need to comply with the rules set by the local authorities. However, manual assessment of the drawings and plans against variable and complex sets of rules is quite cumbersome, inconsistent, expensive and prone to human error, resulting in huge delays in construction projects. The aim of this research was thus to develop an automated code compliance (ACC) checking process using building information modelling (BIM). The drawbacks of manual code compliance were assessed through a review of the existing system. These were confirmed by 15 interviews with officials of the Capital Development Authority (CDA) in Pakistan. Feedback on the newly developed ACC system with BIM integration was sought through 30 interviews with customers and CDA employees. While the new programme of the code compliance reduced the time involved from 1 week to 6 h, customers were concerned about the additional expense of engaging an architect to develop a complete set of BIM models. ACC and BIM integration in local municipalities should raise the profile of Pakistan in industry innovations and pave the way to meeting several United Nations Sustainable Development Goals.",,,,,,,,,,,,,,,,,,,,,,,,JUL 12,2023,177,9,,,,,822,837,,10.1680/jstbu.22.00214,0,,AUG 2023,,,,,,,,,,,,0
J,"Beach, T; Yeung, JAT; Nisbet, N; Rezgui, Y",,,,"Beach, Thomas; Yeung, Jonathan; Nisbet, Nicholas; Rezgui, Yacine",,,Digital approaches to construction compliance checking: Validating the suitability of an ecosystem approach to compliance checking,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,Automation compliance checking; Digitisation; Building permitting,CODE COMPLIANCE CHECKING; BIM; SYSTEM,"The lifecycle of the built environment is governed by complex regulations, requirements and standards. Ensuring compliance against these requirements is a complicated process, affecting the entire supply chain and often incurring significant costs, delay and uncertainty. Many of the processes, and elements within these processes, are formalised and supported by varying levels of digitisation and automation. This ranges from energy simulation, geometric checking, to building information modelling based checking. However, there are currently no unifying standards or integrating technology to tie regulatory efforts together to enable the widespread adoption of automated compliance processes. This has left many current technical approaches, while advanced and robust, isolated. However, the increasing maturity of asset datasets/information models, means that integration of data/tools is now feasible. This paper will propose and validate a new approach of solving the problem of automated compliance checking through the use of an ecosystem of compliance checking services. This work has identified a clear research gap. How automated compliance checking in the construction sector can move beyond sole reliance on BIM data, and tightly coupled integration with software tools, to provide an extensible enough system to integrate the current isolated software elements currently used within compliance checking processes. To test this approach, an architecture for an ecosystem of compliance services will be specified. To validate this architecture, a prototype version will be developed and validated against requirements derived from the weaknesses of current approaches. This validation has found that a distributed ecosystem can perform accurately and successfully, whilst providing advantages in terms of scalability and extensibility. This approach provides a route to the increased adoption of automated compliance checking, overcoming the issues of relying on one computer system/application to perform all aspects of this process.",,,,,,,,,,,,,,,,,,,,,,,,JAN,2024,59,,,,,,,,102288,10.1016/j.aei.2023.102288,0,,NOV 2023,,,,,,,,,,,,0
J,"de Marco, G; Slongo, C; Siegele, D",,,,"de Marco, Giancarlo; Slongo, Cinzia; Siegele, Dietmar",,,Enriching Building Information Modeling Models through Information Delivery Specification,BUILDINGS,,,,,,,,,,information delivery specification; building information modeling; information requirement; industry foundation classes; automated compliance checking,BIM; REQUIREMENTS; CHECKING,"The efficient acquisition and dissemination of information are crucial in building information modeling (BIM). Current BIM models face significant challenges, including inadequate modeling techniques, poorly defined information requirements, and low interoperability. These issues result in poor information quality and complicate the transition from information acquisition to model processing. Public authorities often provide documentation in various formats, requiring manual transfer to software, which is error-prone and burdensome. This process is particularly difficult for small and medium enterprises lacking resources and knowledge. To address these issues, the IDS (Information Delivery Specification) Collab Tool is under development. This tool aims to automate the import of requirements into authoring software, perform automated compliance checks, and enhance interoperability among stakeholders. It will assist designers in providing accurate information according to requirements through the IDS standard, improving model quality and efficiency from early design stages. Adapting BIM models to specific project requirements and aligning new IDS capabilities with traditional industry practices remain significant challenges. Preliminary evaluations indicate the tool's potential to significantly improve workflow efficiency and compliance in BIM modeling. However, broader awareness and adoption of the IDS standard are needed. Further research and refinement are essential to fully realize the benefits of digital tools in revolutionizing design and construction practices.",,,,,,,,,,,,,,,,,,,,,,,,JUL,2024,14,7,,,,,,,2206,10.3390/buildings14072206,0,,,,,,,,,,,,,,0
J,"Chen, NJ; Lin, XH; Jiang, H; An, Y",,,,"Chen, Nanjiang; Lin, Xuhui; Jiang, Hai; An, Yi",,,Automated Building Information Modeling Compliance Check through a Large Language Model Combined with Deep Learning and Ontology,BUILDINGS,,,,,,,,,,automated compliance check; large language models (LLMs); deep learning; ontology knowledge models; BIM; design regulations,,"Ensuring compliance with complex industry standards and regulations during the design and implementation phases of construction projects is a significant challenge in the building information modeling (BIM) domain. Traditional manual compliance checking methods are inefficient and error-prone, failing to meet modern engineering demands. Natural language processing (NLP) and deep learning methods have improved efficiency and accuracy in rule interpretation and compliance checking. However, these methods still require extensive manual feature engineering, large, annotated datasets, and significant computational resources. Large language models (LLMs) provide robust language understanding with minimal labeled data due to their pre-training and few-shot learning capabilities. However, their application in the AEC field is still limited by the need for fine-tuning for specific tasks, handling complex texts with nested clauses and conditional statements. This study introduces an innovative automated compliance checking framework that integrates LLM, deep learning models, and ontology knowledge models. The use of LLM is motivated by its few-shot learning capability, which significantly reduces the need for large, annotated datasets required by previous methods. Deep learning is employed to preliminarily classify regulatory texts, which further enhances the accuracy of structured information extraction by the LLM compared to directly feeding raw data into the LLM. This novel combination of deep learning and LLM significantly enhances the efficiency and accuracy of compliance checks by automating the processing of regulatory texts and reducing manual intervention. This approach is crucial for architects, engineers, project managers, and regulators, providing a scalable and adaptable solution for automated compliance in the construction industry with broad application prospects.",,,,,,,,,,,,,,,,,,,,,,,,JUL,2024,14,7,,,,,,,1983,10.3390/buildings14071983,0,,,,,,,,,,,,,,0
J,"Chen, DY; Chen, L; Zhang, Y; Lin, S; Ye, M; Solvsten, S",,,,"Chen, Dayou; Chen, Long; Zhang, Yu; Lin, Shan; Ye, Mao; Solvsten, Simon",,,Automated fire risk assessment and mitigation in building blueprints using computer vision and deep generative models,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,Fire risk management; Automated compliance checking; Deep generative models; Blueprint analysis; Floorplan generation,SYSTEM; STANDARD,"Building fire risks pose significant threats to individual safety and bear substantial economic consequences. Consequently, developing effective automated fire risk assessment and mitigation solutions has become increasingly crucial to mitigate fire risks and reduce losses. Previous automated fire risk assessment approaches have predominantly relied on structured building design information, such as Industry Foundation Classes (IFC)-based Building Information Modelling (BIM) models, which limited their applicability in scenarios without such data. Additionally, there is a notable absence of a comprehensive approach in existing research for effectively mitigating fire risks identified during the assessment process. This study aims to bridge these gaps by proposing an innovative approach for assessing and mitigating fire risks using raw building blueprints. This approach incorporates advanced computer vision techniques to process both paper -based and digital blueprints. It then employs a knowledge -based algorithm for evaluating fire safety and regulatory compliance within these blueprints. A key innovation is the development of a deep generative model that redesigns unqualified blueprint designs to meet safety standards. This research contributes to the field by providing a more capable, accessible, and flexible approach for automated building safety, introducing Artificial Intelligence (AI) -enabled solutions for risk mitigation. It offers a versatile option applicable to various building types, significantly enhancing fire safety and compliance, especially for buildings without extensive BIM data. This study addresses the limitations of current methodologies and lays the groundwork for future advancements in automated fire risk assessment and mitigation.",,,,,,,,,,,,,,,,,,,,,,,,OCT,2024,62,,A,,,,,,102614,10.1016/j.aei.2024.102614,0,,JUN 2024,,,,,,,,,,,,0
C,"Lee, C; Yeo, K; Dritsas, S",,"Gardner, N; Herr, CM; Wang, L; Toshiki, H; Khan, SA",,"Lee, Cheryl; Yeo, Khystelle; Dritsas, Stylianos",,,BIM-ENABLED REGULATORY DESIGN RULE CHECKING FOR BUILDING CIRCULATION,"PROCEEDINGS OF THE 29TH INTERNATIONAL CONFERENCE OF THE ASSOCIATION FOR COMPUTER-AIDED ARCHITECTURAL DESIGN RESEARCH IN ASIA, CAADRIA 2024, VOL 1",International Conference on Computer-Aided Architectural Design Research in Asia,,,,,,,,,Design Rule Checking; Building Information Modelling; Building circulation; Network analysis,KNOWLEDGE,"Automated design rule checking (RDC) in Building Information Modelling (BIM) can be challenging especially when dealing with qualitative aspects and intricate regulations like building circulation. The study proposes a novel method for Regulatory Design Rule Checking (RDRC) for building circulation, addressing challenges in translating regulations to computational constructs and extracting relevant information from complex BIM models. Through a tiered compliance assessment, the investigation considers preventive rule-based checks for doors and corridors and explores constraint-based regulatory incentive schemes such as through-block pedestrian links (TBPL). The RDRC analysis identifies non-compliance and concludes with a recommendation for potential adjustments. This work aims to benefit designers and regulators, providing productivity enhancements and a deeper understanding of regulatory intricacies in the context of building circulation.",,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,211,220,,,,,,,,,,,,,,,,,0
J,"Peng, JL; Liu, XJ",,,,"Peng, Junlong; Liu, Xiangjun",,,Automated code compliance checking research based on BIM and knowledge graph,SCIENTIFIC REPORTS,,,,,,,,,,,FRAMEWORK; ONTOLOGY; DESIGN; NLP,"Automated code compliance checking plays an important role in moving the construction industry forward. While traditional drawing review relies on the identification of industry experts, the purpose of this study is to realize automatic code review by using BIM technology and knowledge graph technology. The method is based on knowledge graph to transform the specification provisions involved in the review of drawings into a computer-recognizable structured language using natural language processing technology to form a human-machine-readable knowledge graph pattern. For the review of BIM models, the BIM model information is exported and the global resource description framework of the building model is obtained in protege, and the review report is finally obtained after mapping rules and review rules. Finally, the feasibility of the method is verified by an example. This study can effectively solve the problems of manual dependency and inefficiency in the process of review.",,,,,,,,,,,,,,,,,,,,,,,,MAY 1,2023,13,1,,,,,,,7065,10.1038/s41598-023-34342-1,0,,,,,,,,,,,,,,0
J,"Yang, MS; Zhao, Q; Zhu, L; Meng, HN; Chen, KH; Li, ZJ; Hei, XH",,,,"Yang, Mingsong; Zhao, Qin; Zhu, Lei; Meng, Haining; Chen, Kehai; Li, Zongjian; Hei, Xinhong",,,Semi-automatic representation of design code based on knowledge graph for automated compliance checking,COMPUTERS IN INDUSTRY,,,,,,,,,,Automated compliance checking (ACC); Design code representation; Knowledge graph (KG); Building information model (BIM); Building design,MODEL,"Automated compliance checking (ACC) intends to verify the compliance of designs in construction industry by design codes. The ability to interpret and represent semantic information of design codes determines the maximum application scope of ACC. However, design codes are clause texts written in natural languages and existing ACC studies usually use relatively low-complexity code clause samples. At present, the lack of an accurate representation model for design codes leads to difficulties in representing the implicit information, nested logic, and complex relations contained in high-complexity clauses in codes. To address this problem, this research establishes a new representation model based on knowledge graph (KG). Four schemas are proposed into the model including order, complex, event and integration schemas. Further, an accompanying methodology for semi-automatic construction of design code KG (DCKG) is proposed. It includes four parts: interpretation, reconstruction, organization, and implementation. Where the implementation part develops a code annotation platform. In the case study and experiment, a scenario of checking a building information model (BIM) of metro station by GB50157-2013 Code for Design of Metro is adopted to validate the newly proposed representation model and the automated compliance process. The results show that the proposed model and method are correct and feasible, and our model outperforms other models in the representation ability of design codes.",,,,,,,,,,,,,,,,,,,,,,,,SEP,2023,150,,,,,,,,103945,10.1016/j.compind.2023.103945,0,,MAY 2023,,,,,,,,,,,,0
J,"Zhang, JY; Cui, B; Gao, Y; Zhang, DX",,,,"Zhang, Jinyue; Cui, Bing; Gao, Ying; Zhang, Daxin",,,Factors Influencing the Acceptance of BIM-Based Automated Code Compliance Checking in the AEC Industry in China,JOURNAL OF MANAGEMENT IN ENGINEERING,,,,,,,,,,,TECHNOLOGY; SYSTEM; ADOPTION; INTERNET; DESIGN; THINGS; MODEL,"With the rapid development of building information modeling (BIM) and Industry Foundation Classes, BIM-based automated code compliance checking (ACCC) has long been desired by the architecture, engineering, and construction (AEC) industry. Numerous studies on the technological issues of BIM-based ACCC have been conducted over the past decade, but no studies have focused on the acceptance of BIM-based ACCC by the AEC industry. Understanding how the industry views BIM-based ACCC and the factors that influence the industry's perception will give a clear direction to research, development, and application of this process in both technological and managerial areas. To fill the gap, this study used a hybrid approach that incorporates Decision-Making Trial and Evaluation Laboratory and Interpretative Structural Modeling methods to study the factors influencing the acceptance of BIM-based ACCC in the AEC industry in China in terms of five different dimensions (technology, organization, individual, environment, and economy) to reveal the importance of each factor and the interaction among factors. Data in this study were collected from both the design sector and the construction sector. Similarities and differences in attitudes toward BIM-based ACCC in firms in the two sectors are fully addressed and compared, and suggestions to encourage better acceptance and adoption of BIM-based ACCC in each of these sectors are provided.",,,,,,,,,,,,,,,,,,,,,,,,NOV 1,2023,39,6,,,,,,,4023036,10.1061/JMENEA.MEENG-5344,0,,,,,,,,,,,,,,0
J,"Nuyts, E; Bonduel, M; Verstraeten, R",,,,"Nuyts, Emma; Bonduel, Mathias; Verstraeten, Ruben",,,Comparative analysis of approaches for automated compliance checking of construction data,ADVANCED ENGINEERING INFORMATICS,,,,,,,,,,Automated compliance checking; Building information management; Comparative analysis,LOGIC,"While the domain of Automated Compliance Checking (ACC) has gained track, the construction industry has been flooded with different approaches. This paper studies these different approaches for use in compliance checking of construction data. The approaches are compared by defining constraints for the same set of five requirements, each of a different category, stemming from the Flemish building regulation on accessibility. Eight approaches have been selected for comparison: two IFC-based approaches (Solibri Model Checker and the upcoming buildingSMART standard IDS), two general data standards and their accompanying schema definition languages (JSON Schema and XSD), and four Linked Data approaches (OWL, SWRL, SPARQL, and SHACL). Besides the pure functional analysis, the relative uptake and support in tooling are also considered. While XML/XSD and JSON/JSON Schema and the Linked Data approaches are in essence domain-independent, only the latter has an extra layer for agreeing on high-level data modeling (and thus data validation) patterns in the construction domain with the EN17632-1:2022 standard. SHACL is considered the most adept method from the Linked Data approaches since it is fully standardized for both inputs and outputs and was developed for validation use cases.",,,,,,,,,,,,,,,,,,,,,,,,APR,2024,60,,,,,,,,102443,10.1016/j.aei.2024.102443,0,,FEB 2024,,,,,,,,,,,,0
J,"Beach, T; Yeung, J; Ghorghi, A; Rezgui, Y",,,,"Beach, Thomas; Yeung, Jonathan; Ghorghi, Ali; Rezgui, Yacine",,,Moving automated compliance checking to the operational phase of the building life-cycle: analysis and feasibility study in the UK,INTERNATIONAL JOURNAL OF CONSTRUCTION MANAGEMENT,,,,,,,,,,Automated compliance checking; data capture; construction digitisation; building management,INFRARED THERMOGRAPHY; THERMAL PERFORMANCE; BIM,"Construction regulations ensure a base level of safety of built assets. Formal checking of built assets against regulations happens at defined points in their life-cycle, and often there is limited automation involved. The movement towards digitising and automation elements of physical site inspections paves the way towards a whole life-cycle approach for compliance checking. This paper explores whole life-cycle compliance checking. It does this by extending current checking processes which are common in the design and construction phases into the operational phase of the building life-cycle, proposing that the best way to achieve this is through automated/semi-automated data capture and analysis. To test the feasibility of this concept, this paper will review existing academic literature, analyse existing regulations and conduct proof of concept testing. This paper has found that the concept of whole-lifecycle compliance checking is becoming increasingly important to better monitor and assure high risks elements of the built environment. When applied to the operational phase, it, however, becomes impractical and expensive when relying on solely manual inspections. Furthermore, there is a significant quantity of viable use cases for this approach and that there are viable technologies to leverage them.",,,,,,,,,,,,,,,,,,,,,,,,MAY 19,2025,25,7,,,,,840,849,,10.1080/15623599.2024.2366727,0,,JUN 2024,,,,,,,,,,,,0
