"Authors","Author full names","Author(s) ID","Title","Year","Link","Abstract","Author Keywords","Index Keywords"
"La Cava L.; Tagarelli A.","La Cava, Lucio (57225912867); Tagarelli, Andrea (7004259889)","57225912867; 7004259889","Safeguarding Decentralized Social Media: LLM Agents for Automating Community Rule Compliance","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008776660&doi=10.1016%2fj.osnem.2025.100319&partnerID=40&md5=a15680dcfecbf9fe74c97b5092091f3e","Ensuring content compliance with community guidelines is crucial for maintaining healthy online social environments. However, traditional human-based compliance checking struggles with scaling due to the increasing volume of user-generated content and a limited number of moderators. Recent advancements in Natural Language Understanding demonstrated by Large Language Models unlock new opportunities for automated content compliance verification. This work evaluates six AI-agents built on Open-LLMs for automated rule compliance checking in Decentralized Social Networks, a challenging environment due to heterogeneous community scopes and rules. By analyzing over 50,000 posts from hundreds of Mastodon servers, we find that AI-agents effectively detect non-compliant content, grasp linguistic subtleties, and adapt to diverse community contexts. Most agents also show high inter-rater reliability and consistency in score justification and suggestions for compliance. Human-based evaluation with domain experts confirmed the agents’ reliability and usefulness, rendering them promising tools for semi-automated or human-in-the-loop content moderation systems. Warning: This manuscript may contain sensitive content as it quotes harmful/hateful social media posts. © 2025 Elsevier B.V.","Community rules; Content moderation; Large language models; Mastodon","Artificial intelligence; Automation; Computational linguistics; Natural language processing systems; Social networking (online); Community rule; Compliance checking; Content moderation; Decentralised; Language model; Large language model; Mastodon; Scalings; Social environment; Social media; Compliance control"
"Zhou Y.; She J.; Huang Y.; Li L.; Zhang L.; Zhang J.","Zhou, Yilun (57748117400); She, Jianjun (56263213100); Huang, Yixuan (57748769000); Li, Lingzhi (57196180706); Zhang, Lei (59814846700); Zhang, Jiashu (57748117500)","57748117400; 56263213100; 57748769000; 57196180706; 59814846700; 57748117500","A Design for Safety (DFS) Semantic Framework Development Based on Natural Language Processing (NLP) for Automated Compliance Checking Using BIM: The Case of China","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132147787&doi=10.3390%2fbuildings12060780&partnerID=40&md5=7870dc236bb26a9eaaa7e86aedd21baf","For design for safety (DFS), automated compliance checking methods have received extensive attention. Although many research efforts have indicated the potential of BIM and ontology for automated compliance checking, an efficient methodology is still required for the interoperability and semantic representation of data from different sources. Therefore, a natural language processing (NLP)-based semantic framework is proposed in this paper, which implements rules-based automated compliance checking for building information modeling (BIM) at the design stage. Semantic-rich information can be extracted from safety regulations by NLP methods, which were analyzed to generate conceptual classes and individuals of ontology and provide a corpus basis for rule classification. The data on BIM was extracted from Revit to a spreadsheet using the Dynamo tool and then mapped to the ontology using the Cellfie tool. The interoperability of different source data was well improved through the isomorphism of information in the framework of semantic integration, causing data processed by the semantic web rule language to be transformed from safety regulations to achieve the purpose that automated compliance checking is implemented in the design documents. The practicability and scientific feasibility of the proposed framework was verified through a 95.21% recall and a 90.63% precision in compliance checking of a case study in China. Compared with traditional compliance checking methods, the proposed framework had high efficiency, response speed, data interoperability, and interaction. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","automated compliance checking; building information modeling; design for safety; natural language processing; ontology; semantic web",""
"Xue X.; Zhang J.","Xue, Xiaorui (57218159108); Zhang, Jiansong (55358453700)","57218159108; 55358453700","Regulatory information transformation ruleset expansion to support automated building code compliance checking","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127932844&doi=10.1016%2fj.autcon.2022.104230&partnerID=40&md5=cc5a1fea5bed0ce6b380b2067101206b","The traditional building code compliance checking process mainly relies on design reviewers to review design documents or models manually. The intensive manual effort needed makes this process time-consuming, costly, and error-prone. Automated compliance checking (ACC) could be a promising upgrade of the traditional manual code compliance checking. With a reduced workload on design reviewers, ACC is cheaper, faster, and immune to human errors. To support ACC, building code requirements need to be represented in a computer-processable format to enable automated reasoning, which will in turn allow an automated assessment of the building design's compliance status with building codes. A major limitation of many existing ACC systems/methods is their limited range of checkable building code requirements. To address that, the state of the art uses pattern matching-based rules to transform building code requirements into computable formats automatically, but the ruleset was developed and tested only on a few chapters of building code requirements. An efficient ruleset expansion method is needed to increase its range of checkable building code requirements at a low cost, to bring ACC systems closer to full deployment. In this paper, the authors proposed a new regulatory information transformation ruleset expansion method for expanding an existing ruleset. This method can expand the range of checkable code requirements of ACC systems without significant manual effort. The proposed ruleset expansion method takes an iterative approach to ensure the generality and validity of new pattern matching-based rules and the quality of information transformation results. The expanded ruleset was tested on generating logic clauses from Chapter 5 of the International Building Code 2015. Compared to the baseline ruleset, the expanded ruleset increased the predicate-level precision, recall, and F1-score of the logic clause generation by 10.44%, 25.72%, and 18.02%, to 95.17%, 96.60%, and 95.88%, respectively. © 2022 Elsevier B.V.","Automated compliance checking; Automated construction management systems; Automated information extraction; Building design review; Natural language processing; Part-of-speech tagging","Architectural design; Automation; Codes (symbols); Compliance control; Computational linguistics; Computer circuits; Information management; Iterative methods; Pattern matching; Project management; Syntactics; Automated compliance checking; Automated construction; Automated construction management system; Automated information extraction; Building design; Building design review; Construction management system; Design review; Part of speech tagging; Parts-of-speech tagging; Natural language processing systems"
"Zhu S.; Zhou J.; Cheng L.; Fu X.; Wang Y.; Dai K.","Zhu, Simiao (59396247100); Zhou, Jianliang (41763017300); Cheng, Lei (59395998800); Fu, Xuehai (57786824300); Wang, Yan (59395998900); Dai, Kexin (58567487900)","59396247100; 41763017300; 59395998800; 57786824300; 59395998900; 58567487900","Research on a BIM Model Quality Compliance Checking Method Based on a Knowledge Graph","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208174068&doi=10.1061%2fJCCEE5.CPENG-5950&partnerID=40&md5=5088bb1e3e5878b7449fbda9272a8350","With the development of information technology, building information modeling (BIM) is becoming widely used in the construction industry. It is very important to ensure the quality and compliance of BIM models. To solve the problem of time-consuming and laborious traditional checking methods and the limitation that existing software hard coding cannot adapt to rule changes, this paper proposes a BIM model quality compliance checking method based on knowledge graph that can quickly check BIM models through automated checking and ensure the modeling quality of BIM models. Firstly, knowledge extraction for BIM modeling standards and delivery standards is carried out based on knowledge graph technology to structurally represent text. Then, Revit secondary development technology and the C# programming language are adopted to develop a BIM model quality compliance checking system based on the knowledge graph analysis results and the structured query language (SQL) built-in rule knowledge base. Based on the knowledge base, the BIM model is automatically checked for quality compliance, and the naming, material, parameters, and rationality of each professional component are checked. Next, it is checked whether it conforms to the standard. Finally, the model modification plan is provided by checking the problem components and noncompliance details. The case application results show that the BIM model quality compliance checking system developed based on knowledge graph technology can identify defects or errors that do not meet the standards in the model, verify the feasibility and practicability of the system, and provide a new method for BIM designers to modify and improve the model. © 2024 American Society of Civil Engineers.","Automated checking; Building information model; C#; Knowledge graph; Revit secondary development; Rule base","Building Information Model; C (programming language); Query languages; Structured Query Language; Automated checking; Building Information Modelling; C#; Knowledge graphs; Modeling quality; Quality compliance checking; Revit secondary development; Rule basis; Rule changes; Secondary development; Knowledge graph"
"Chen Y.; Jiang H.","Chen, Yian (59409232000); Jiang, Huixian (55492219800)","59409232000; 55492219800","Optimizing automated compliance checking with ontology-enhanced natural language processing: Case in the fire safety domain","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208974479&doi=10.1016%2fj.jenvman.2024.123320&partnerID=40&md5=9d666f2fddaaa49caa88b757d05abf7a","The fire safety compliance checking (FSCC) plays a crucial role in ensuring the quality of fire engineering design and eliminating inherent fire hazards. It requires an objective and rational interpretation of fire regulations. However, the texts of fire regulations are filled with numerous rules related to spatial limitations, which pose a significant challenge in interpreting them. The current method of interpreting these rules mostly relies on manual translation, which is not efficient. To address this issue, this study proposes an innovative automated framework for interpreting rules by combining ontology technology with natural language processing (NLP). Through the utilization of pre-trained language models (PLMs), concepts and relationships are extracted from sentences, a domain-specific ontology is established, spatial knowledge is transformed into language-agnostic tree structures based on the ontology, and the semantic components of spatial relationships are extracted. The tree structure is then mapped to logical clauses based on semantic consistency, thereby improving the efficiency of interpretation. Experimental results demonstrate that the architecture achieves an F1 score of 86.27 for entity extraction and 81.81 for spatial relationship joint extraction tasks, with an accuracy of 96.26% in the formalization of logical rules, highlighting its proficiency in automatically interpreting fire spatial rules. This study offers technical support to enhance public understanding of fire safety management and fire prevention predictions, thereby promoting the intelligent management of the building safety environment. © 2024 Elsevier Ltd","Automated compliance checking (ACC); Named entity recognition; Ontology automatic construction; Pre-trained language model; Relationship extraction; Rule interpretation","Fires; Natural Language Processing; Fire extinguishers; Fireproofing; Fires; Natural language processing systems; Ontology; Semantics; Automated compliance checking; Automatic construction; Language model; Named entity recognition; Ontology automatic construction; Ontology's; Pre-trained language model; Relationship extraction; Rule interpretation; compliance; design method; extraction method; knowledge; language; optimization; Agnostic; article; clinical article; compliance (physical); diagnosis; fire protection; human; language model; natural language processing; ontology; prediction; fire; Fire hazards"
"Zheng Z.; Zhou Y.-C.; Lu X.-Z.; Lin J.-R.","Zheng, Zhe (57212455905); Zhou, Yu-Cheng (57208139536); Lu, Xin-Zheng (15728275900); Lin, Jia-Rui (56703744700)","57212455905; 57208139536; 15728275900; 56703744700","Knowledge-informed semantic alignment and rule interpretation for automated compliance checking","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136648991&doi=10.1016%2fj.autcon.2022.104524&partnerID=40&md5=99f2110e12e3ee222e5b1dc8444a42ec","As an essential prodecure to improve design quality in the construction industry, automated rule checking (ARC) requires intelligent rule interpretation from regulatory texts and precise alignment of concepts from different sources. However, there still exists semantic gaps between design models and regulatory texts, hindering the exploitation of ARC. Thus, a knowledge-informed framework for improved ARC is proposed based on natural language processing. Within the framework, an ontology is first established to represent domain knowledge, including concepts, synonyms, relationships, constraints, etc. Then, semantic alignment and conflict resolution are introduced to enhance the rule interpretation process based on predefined domain knowledge and unsupervised learning techniques. Finally, an algorithm is developed to identify the proper SPARQL function for each rule, and then to generate SPARQL-based queries for model checking purposes, thereby making it possible to interpret complex rules where extra implicit data needs to be inferred. Experiments show that the proposed framework and methods successfully filled the semantic gaps between design models and regulatory texts with domain knowledge, which achieves a 90.1% accuracy and substantially outperforms the commonly used keyword matching method. In addition, the proposed rule interpretation method proves to be 5 times faster than the manual interpretation by domain experts. This research contributes to the body of knowledge of a novel framework and the corresponding methods to enhance automated rule checking with domain knowledge. © 2022 Elsevier B.V.","Automated compliance checking (ACC); Automated rule checking (ARC); Building information modeling (BIM); Knowledge modeling; Natural language processing (NLP); Rule interpretation; Semantic alignment","Architectural design; Automation; Compliance control; Construction industry; Learning algorithms; Modeling languages; Natural language processing systems; Semantics; Automated compliance checking; Automated rule checking; Building information modeling; Building Information Modelling; Knowledge model; Language processing; Natural language processing; Natural languages; Rule interpretation; Semantic alignments; Domain Knowledge"
"Tang X.; Xie Y.-S.; Zhang C.; Wang B.; Zhang H.","Tang, Xiang (58248818600); Xie, Yong-Shu (59506346500); Zhang, Chi (56097556900); Wang, Bo (57219239195); Zhang, Hong (59881637900)","58248818600; 59506346500; 56097556900; 57219239195; 59881637900","A Method for Automated Compliance Check for 3D Design Result Based on Knowledge Graph; [基于知识图谱的三维设计成果自动合规性检查方法]","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214501396&doi=10.3969%2fj.issn.1002-0268.2023.11.009&partnerID=40&md5=222659a507d989a780811df46c69382d","In order to ensure that the building information model (BIM) of highway engineering conforms to the requirement of design specifications, and to improve the automation level of highway design result compliance check, the application of the compliance check in the engineering field is relied on, based on the knowledge graph technology, the framework of automated compliance check system for highway 3D design result is proposed. First, based on the highway design specifications, through the work of data pre-processing, information extraction and graph generation, the seven-step method is used to explore the method for road design knowledge graph construction. Then, based on the IFC data storage standard of BIM technical standard, the method of BIM data classification and pertinence extraction for road design knowledge graph network are studied. Finally, by studying the knowledge structure of road design knowledge graph and the structure of BIM data, the mapping relationship between the compliance check rules and the model data is established, the matching algorithm of BIM and compliance check rules for highway engineering is proposed. At the same time, through the combination of natural language processing (NLP) technology and semantic matching, the practical method of automated question answering in highway design is further explored on the basis of highway design knowledge atlas. Based on the above theoretical framework, an automated compliance check system for highway 3D design result is designed and developed. The feasibility and accuracy of the system are verified by a practical case. The result shows that the automated compliance check system of highway 3D design result can provide the method reference for the compliance check of highway 3D design result, it is of great significance to improve the quality, efficiency and accuracy of the highway design result compliance check, and it also puts forward some thoughts on the follow-up application challenge, renewal and maintenance of the system in China. © 2023 Editorial Department of Journal of Highway and Transportation Research and Development. All rights reserved.","automated checking method; compliance check; highway 3D design; knowledge graph; road engineering",""
"Kruiper R.; Konstas I.; Gray A.J.G.; Sadeghineko F.; Watson R.; Kumar B.","Kruiper, Ruben (57190286321); Konstas, Ioannis (35229595400); Gray, Alasdair J.G. (25521946600); Sadeghineko, Farhad (57202646867); Watson, Richard (57310432300); Kumar, Bimal (7401973035)","57190286321; 35229595400; 25521946600; 57202646867; 57310432300; 7401973035","Don’t Shoehorn, but Link Compliance Checking Data","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184378765&partnerID=40&md5=64af670996b9812e7cdb9838270842cb","Wouldn’t it be great if we could automatically check whether a Building Information Model (BIM) complies with all the relevant building regulations? Despite a plethora of motivations and a long history of research, the Automated Compliance Checking (ACC) problem is far from solved. We argue that a general solution to ACC may not be feasible based on three fundamental difficulties: (1) semantic parsing of regulatory texts, (2) a mismatch in requirements for representing a building project and representing the building elements that ACC rules refer to, and (3) the lack of a strategy to align ACC rules to each other and to building representations. We identify the need for tools that support the use building regulations for their diverse group of users, e.g., not only during Compliance Checking. Our conclusion is that a Linked Data approach is particularly suited to the development of such support tools. © 2023 Copyright for this paper by its authors.","Automated Compliance Checking; Building Regulations; Linked Data","Architectural design; Compliance control; Data handling; Laws and legislation; Semantics; Automated compliance checking; Building element; Building Information Modelling; Building projects; Building regulations; Compliance checking; General solutions; Linked data approaches; Linked datum; Semantic parsing; Linked data"
"Amantea I.A.; Governatori G.; Quaranta M.; Molinari M.","Amantea, Ilaria Angela (57209475028); Governatori, Guido (6602545579); Quaranta, Marinella (58641390700); Molinari, Marianna (58642076200)","57209475028; 6602545579; 58641390700; 58642076200","Automated Compliance Checking for Medical Rosters","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005816921&doi=10.3233%2fSHTI250443&partnerID=40&md5=1d5447e73d37d7905b51e32c59d36a58","Healthcare systems encounter significant challenges in operational optimization. One critical area is hospital scheduling, especially regarding staff assignments across various medical departments, where existing tools often fall short. This paper presents a method for automating shift compliance using a rule-based system that employs Deontic Defeasible Logic (DDL). © 2025 The Authors.","AI; Compliance; Healthcare","Guideline Adherence; Humans; Personnel Staffing and Scheduling; Artificial intelligence; Compliance control; Hospitals; Automated compliance checking; Compliance; Defeasible logic; Deontic; Healthcare; Healthcare systems; Operational optimization; Rules based systems; Staff assignments; conference paper; health care system; human; patient compliance; organization and management; personnel management; protocol compliance; Health care"
"Karmakar A.; Delhi V.S.K.","Karmakar, Ankan (57225184134); Delhi, Venkata Santosh Kumar (55358485100)","57225184134; 55358485100","Semantic BIM enrichment using a hybrid ML and rule-based framework for automated tenement compliance checking","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008929247&doi=10.1016%2fj.autcon.2025.106369&partnerID=40&md5=eb5a3f5159436dffb38956fb6a60a53a","Semantic enrichment enhances BIM models by extracting structured information, improving their applicability for Automated Code Compliance Checking. Rule-based methods rely on well-defined conditions but struggle with tasks like space classification, where explicit checking rules are unavailable. Meanwhile, ML-based classification introduces adaptability but faces liability challenges due to misclassifications. This paper proposes a hybrid framework integrating ML for space classification and rule-based inferencing for tenement identification. The approach ensures that ML automates preprocessing, improving classification through meticulous feature engineering, while rule-based reasoning guarantees logical consistency during verification. Validated using real-world datasets from residential projects in Mumbai, India as a case, the ML-based space classification component achieves an F1-score of 0.85 and accuracy of 0.86, demonstrating its effectiveness. The deterministic tenement identification process delivers error-free results for various dwelling configurations, making it highly suitable for verification workflows. This study advances scalable BIM-based compliance systems by refining semantic enrichment methodologies for future applications. © 2024","Automated code compliance checking; Building information modeling; Industry foundation classes; Machine learning; Semantic enrichment","Architectural design; Artificial intelligence; Classification (of information); Compliance control; Housing; Learning systems; Semantics; Automated code; Automated code compliance checking; Building Information Modelling; Code compliance; Compliance checking; Industry foundation class; Machine-learning; Rule based; Semantic enrichment; Structured information; Automation"
"Johansen K.W.; Teizer J.; Schultz C.","Johansen, K.W. (57224678455); Teizer, J. (12753630700); Schultz, C. (17435671800)","57224678455; 12753630700; 17435671800","Automated rule-based safety inspection and compliance checking of temporary guardrail systems in construction","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209241862&doi=10.1016%2fj.autcon.2024.105849&partnerID=40&md5=70d5c602c7e9c82b4b2dc80ef73c6d33","The construction industry records more hazards compared to any other sector. Protective equipment, such as guardrail systems, is essential for protecting workers from deadly falls but may quickly become incompliant after installation. Yet, many construction projects do not have the resources to dedicate personnel to perform the inspection as frequently as needed. Therefore, this paper proposes an automated rule-based inspection and compliance-checking system that can assist the responsible personnel in detecting faulty guardrails in live work environments. The classification approach utilizes safety design and mimics the steps of human guardrailing compliance assessment, which enforces simplicity and transparency, allowing the human domain expert to remain in control. Even under scarce data availability, this first-of-a-kind classification approach is reliable and scalable and successfully classifies 21 predefined and 9 validation scenarios of guardrail systems for fall protection. © 2024 The Author(s)","Automated construction safety inspection; Construction safety ontology; Continuous inspection; Digital safety rule-checking and reasoning; Fall protection systems; Human-assisted decision-making software tools; Photogrammetry; Point cloud data; Rule-based inference","Fall detection; Guards (shields); Ontology; Protective clothing; Automated construction; Automated construction safety inspection; Construction safety; Construction safety ontology; Continuous inspection; Decision making softwares; Digital safety rule-checking and reasoning; Fall protection; Fall protection system; Human-assisted decision-making software tool; Ontology's; Point cloud data; Protection systems; Rule-based inference; Safety inspections; Safety rules; Software-tools; Guard rails"
"Li S.; Wang J.; Xu Z.","Li, Sihao (57965413800); Wang, Jiali (57216679896); Xu, Zhao (56173458000)","57965413800; 57216679896; 56173458000","Automated compliance checking for BIM models based on Chinese-NLP and knowledge graph: an integrative conceptual framework","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189015192&doi=10.1108%2fECAM-10-2023-1037&partnerID=40&md5=2054875d04efb1aaf6e3e57907bc6318","Purpose: The compliance checking of Building Information Modeling (BIM) models is crucial throughout the lifecycle of construction. The increasing amount and complexity of information carried by BIM models have made compliance checking more challenging, and manual methods are prone to errors. Therefore, this study aims to propose an integrative conceptual framework for automated compliance checking of BIM models, allowing for the identification of errors within BIM models. Design/methodology/approach: This study first analyzed the typical building standards in the field of architecture and fire protection, and then the ontology of these elements is developed. Based on this, a building standard corpus is built, and deep learning models are trained to automatically label the building standard texts. The Neo4j is utilized for knowledge graph construction and storage, and a data extraction method based on the Dynamo is designed to obtain checking data files. After that, a matching algorithm is devised to express the logical rules of knowledge graph triples, resulting in automated compliance checking for BIM models. Findings: Case validation results showed that this theoretical framework can achieve the automatic construction of domain knowledge graphs and automatic checking of BIM model compliance. Compared with traditional methods, this method has a higher degree of automation and portability. Originality/value: This study introduces knowledge graphs and natural language processing technology into the field of BIM model checking and completes the automated process of constructing domain knowledge graphs and checking BIM model data. The validation of its functionality and usability through two case studies on a self-developed BIM checking platform. © 2024, Emerald Publishing Limited.","Automatic checking; Building information modeling; Deep learning; Knowledge graph; Natural language processing","Architectural design; Automation; Deep learning; Digital storage; Information theory; Intelligent buildings; Knowledge graph; Learning systems; Life cycle; Modeling languages; Semantics; Structural design; Automated compliance checking; Automatic checking; Building Information Modelling; Building standards; Conceptual frameworks; Deep learning; Knowledge graphs; Language processing; Natural language processing; Natural languages; Natural language processing systems"
"Ismail A.S.; Ali K.N.; Iahad N.A.; Kassem M.A.; Al-Ashwal N.T.","Ismail, Aimi Sara (57195905352); Ali, Kherun Nita (54790627500); Iahad, Noorminshah A. (57201450886); Kassem, Mukhtar A. (57207830182); Al-Ashwal, Najib Taher (57195940782)","57195905352; 54790627500; 57201450886; 57207830182; 57195940782","BIM-Based Automated Code Compliance Checking System in Malaysian Fire Safety Regulations: A User-Friendly Approach","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163757918&doi=10.3390%2fbuildings13061404&partnerID=40&md5=d3579936e42bcc3d8427c15e3fc6e0aa","Developing automated code compliance checking systems is becoming increasingly complex—to the extent of challenging the implementation of these systems. This paper addresses the need to develop an automated system that prioritises user accessibility. Accordingly, the study aims to develop a system through a semi-automated rule translation process and the utilisation of BIM models in native file format. A total of 256 fire safety clauses in Malaysian regulations were translated through logic-based approaches (classification technique, decomposition through semantic mark-up method, and interview method), which further assisted in identifying the necessary BIM properties. A visual programming language was then utilised to demonstrate the proof-of-concept prototype. The classification technique and semantic mark-up method were established and structured in this study by developing a framework and flowchart to provide specific guidelines for formalizing the clauses. The semi-automated translation process encouraged the participation of relevant regulatory experts and provided more user accessibility compared to existing studies. This study also offered more practicality for designers to employ the system by utilizing native BIM model data representation. High mean scores ranging from 4.09 to 4.96 were obtained for the validation process, which affirmed the feasibility of the BIM-based Automated System for Malaysian Code Compliance Checking (BIMSMACC) to assist designers. © 2023 by the authors.","building information modelling; compliance checking; knowledge representation; semantics; visual programming language",""
"Zhang R.; El-Gohary N.","Zhang, Ruichuan (57202535962); El-Gohary, Nora (14519146500)","57202535962; 14519146500","Hierarchical Representation and Deep Learning-Based Method for Automatically Transforming Textual Building Codes into Semantic Computable Requirements","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133696213&doi=10.1061%2f%28ASCE%29CP.1943-5487.0001014&partnerID=40&md5=eac3f2c6b2bf32479c213c31264a5fb2","Most of the existing automated compliance checking (ACC) systems are unable to fully automatically convert building-code requirements, especially requirements that have hierarchically complex semantic and syntactic structures, into computer-processable forms. The state-of-the-art rule-based ACC methods that are able to deal with complex requirements are based on information extraction and transformation rules, which are inflexible when applied to different types of regulatory documents. More research is thus needed to develop a flexible method to automatically process and understand requirements to support the downstream tasks in ACC systems, such as information matching and compliance reasoning. To address this need, this paper proposes (1) a new representation of requirements, the requirement hierarchy, and (2) a deep learning-based method to automatically extract semantic relations between words from building-code sentences, which are used to transform the sentences into such hierarchies. The proposed method was evaluated using a corpus of sentences from multiple regulatory documents. It achieved high semantic relation and requirement hierarchy extraction performance.  © 2022 American Society of Civil Engineers.","Code checking; Deep learning; Requirement representation; Semantic relation extraction; Semi-supervised learning","Compliance control; Learning systems; Regulatory compliance; Semantics; Syntactics; Automated compliance checking; Code checking; Deep learning; Hierarchical representation; Learning-based methods; Regulatory documents; Requirement representation; Semantic relation extractions; Semantic relations; Semi-supervised learning; Deep learning"
"Khattra S.K.; Rai H.S.; Singh J.","Khattra, Satinder Kaur (57218794225); Rai, Hardeep Singh (56236850700); Singh, Jagbir (57213875596)","57218794225; 56236850700; 57213875596","Towards Automated Structural Stability Design of Buildings—A BIM-Based Solution","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128763813&doi=10.3390%2fbuildings12040451&partnerID=40&md5=df356f129743f9a6ad3d927f7669cd6a","Building information modelling (BIM) is a revolution in the architectural, engineering, and construction (AEC) industry. In the AEC industry, several interesting innovations are being introduced every day. Most of the code compliance work, which is time-consuming and quite multifaceted, is now performed manually. The number of unwanted errors is increasing, and any suspension of the project is led by the structural code-checking system, and is a tiresome process. Subsequently, the BIM-based model is presented to automate the structural stability design of buildings. The Industry Foundation Classes (IFC) specification is introduced in this work, and is used to automate the building design processes to achieve design correctness and efficiency. The IFC-based interoperability framework is presented to automate the design of structural elements of RC buildings. Consequently, a deep multi-perception-based generalized adaptive framework (DMPBGAF) is presented for the automated code compliance checking process. The concepts and relationships in the building code were automatically matched to their equivalent concepts. A building code was checked against the Indian seismic code IS 13920, and when shear wall data were presented in this IFC file, it exchanged the data with the custom engine. It is possible to eliminate the unwanted issues based on the automated code compliance system with BIM. This goal can be accomplished by using a coding rule-based engine to compile the BIM model and store the design code of the specific country with its clauses. After generating the Python file to code all of the prepared checks, the python file in the form of functions was obtained from the IfcOpenShell library. Finally, a rule engine was developed for interpretation of the checks; the three model IFC files were tested on this, and it gave satisfactory results. The FreeCAD software was employed in this research for the IFC-based BIM model to automate the design. The shear wall data were presented in the first IFC model; all of the code checks were passed based on this modelled design, and when given to the rule engine, it gave a 100% compliance report. Insufficiently reinforced shear wall data contained in the other two IFC files were purposely created to fail some of the code checks. This method significantly reduces the time by eliminating the duplication of efforts. From the viewpoint of accuracy and reliability, the proposed method is more accurate and results in enhanced reliability as compared to manual design methods. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","building information modelling (BIM); code checks; generalized adaptive framework; Indian seismic code; industry foundation classes; IS 13920; rule engine; shear wall data",""
"Huitzil I.; Schorlemmer M.; Osman N.; Garcia P.; Coll J.; Coll X.","Huitzil, Ignacio (36056456000); Schorlemmer, Marco (8899558200); Osman, Nardine (16234174300); Garcia, Pere (7201693908); Coll, Josep (57960792300); Coll, Xavier (57961865400)","36056456000; 8899558200; 16234174300; 7201693908; 57960792300; 57961865400","Towards Automated Compliance Checking of Building Regulations: smartNorms4BIM","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141664535&doi=10.3233%2fFAIA220322&partnerID=40&md5=670c888ecb1e9f90f63581d99b05ae4f","This paper describes a preliminary approach towards automating the compliance checking of constructions with respect to building regulations. We describe a prototype that supports such automated checking by specifying regulations in terms of an ontology, and reasoning with the Building Information Models (BIM) of constructions. The first step in our approach is to translate regulations into a machine-readable format with the support of controlled natural language specifications of rules. Then, we propose a formal specification of the building regulations in OWL2, the de facto standard for ontology engineering on the web. We sub-sequently populate this ontology with data of real-world BIM specifications based on Industry Foundation Classes (IFC) in order to check their compliance with the formalized regulations. Finally, our prototype offers to the end-users a verification report in text and a graphical visualiser with the results of the compliance check. To explain how our prototype works and to demonstrate its applicability, we show some examples taken from a concrete use case.  © 2022 The authors and IOS Press.","Building Information Modeling; Building Regulations; Ontologies; Rule-Compliance Checking","Architectural design; Compliance control; Formal specification; Information theory; Automated compliance checking; Building Information Modelling; Building regulations; Compliance checking; Controlled natural language; Machine-readable format; Natural language specifications; Ontology's; Preliminary approach; Rule-compliance checking; Ontology"
"Recski G.; Iklódi E.; Lellmann B.; Kovács Á.; Hanbury A.","Recski, Gábor (57076867600); Iklódi, Eszter (57211278693); Lellmann, Björn (42961844200); Kovács, Ádám (57214443336); Hanbury, Allan (6602434666)","57076867600; 57211278693; 42961844200; 57214443336; 6602434666","BRISE-plandok: a German legal corpus of building regulations","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197671843&doi=10.1007%2fs10579-024-09747-7&partnerID=40&md5=796d2e2f4215e1ff3ecd9a32628b1ef6","We present the BRISE-Plandok corpus, a collection of 250 text documents with a total of over 7000 sentences from the Zoning Map of the City of Vienna, annotated manually with formal representations of the rules they convey. The generic rule format used by the corpus enables automated compliance checking of building plans, a process developed as part of the BRISE (https://smartcity.wien.gv.at/en/brise/) project. The format also allows for conversion to multiple logic formalisms, including dyadic deontic logic, enabling automated reasoning. Annotation guidelines were developed in collaboration with experts of the city’s building inspection office, describing nearly 100 domain-specific attributes with examples. Each document was annotated independently by two trained annotators and subsequently reviewed by the authors. A rule-based system for the automatic extraction of rules from text was developed and used in the annotation process to provide suggestions. The reviewed dataset was also used to train a set of baseline machine learning models for the task of attribute extraction, the main step in the rule extraction process. Both the rule-based system and the ML baselines are evaluated on the annotated dataset and released as open-source software. We also describe and release the framework used for generating and parsing the interactive xlsx spreadsheets used by annotators. © The Author(s) 2024.","Annotation; Automated compliance checking; Deontic logic; Rule corpus; Rule extraction; Rule-based methods",""
