"Authors","Author full names","Author(s) ID","Title","Year","Link","Abstract","Author Keywords","Index Keywords"
"Shaw Douglas T.; Maidment David R.","Shaw, Douglas T. (7403341777); Maidment, David R. (7005570357)","7403341777; 7005570357","SITE CODE. A knowledge-based model of municipal site development regulations for computer-aided design","1989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024910420&partnerID=40&md5=56e783007f41af4dae2b252b2d068a10","SITE CODE consists of a hybrid rule-based/object-oriented representation of regulatory knowledge, and includes an interactive matrix mechanism for accessing regulations. An object-oriented applications knowledge base containing critical design information extracted from the regulations is created dynamically from the regulatory knowledge base. Design applications which make use of this representation include computer-aided site layout, automated design compliance checking, and automated determination of site yield.","","Artificial Intelligence; Computer Software; Municipal Engineering--Standards; Design Applications; Knowledge-Based Systems; Municipal Site Development; Regulatory Control; Regulatory Knowledge; Software Package SITE CODE; Civil Engineering"
"Abualhaija S.; Ceci M.; Briand L.","Abualhaija, Sallam (55258471800); Ceci, Marcello (49861128400); Briand, Lionel (7006613079)","55258471800; 49861128400; 7006613079","Legal Requirements Analysis: A Regulatory Compliance Perspective","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004623360&doi=10.1007%2f978-3-031-73143-3_8&partnerID=40&md5=5ce4cc477398512cf6f029f99f965df5","Modern software has been an integral part of everyday activities in many disciplines and application contexts. Introducing intelligent automation by leveraging artificial intelligence (AI) led to breakthroughs in many fields. The effectiveness of AI can be attributed to several factors, among which is the increasing availability of data. Regulations such as the General Data Protection Regulation (GDPR) in the European Union (EU) are introduced to ensure the protection of personal data. Software systems that collect, process or share personal data are subject to compliance with such regulations. Developing compliant software depends heavily on addressing legal requirements stipulated in applicable regulations, a central activity in the requirements engineering (RE) phase of the software development process. RE is concerned with specifying and maintaining requirements of a system-to-be, including legal requirements. Legal agreements which describe the policies organizations implement for processing personal data can provide an additional source to regulations for eliciting legal requirements. In this chapter, we explore a variety of methods for analysing legal requirements and exemplify them on GDPR. Specifically, we describe possible alternatives for creating machine-analysable representations from regulations, survey the existing automated means for enabling compliance verification against regulations and further reflect on the current challenges of legal requirements analysis. Analysing legal requirements is a core RE activity that relies to a large extent on natural language processing technologies. This chapter contributes with the necessary knowledge required for eliciting, representing and verifying legal requirements. © TheEditor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","Artificial intelligence (ai); General data protection regulation (gdpr); Large language models (llms); Legal compliance; Machine learning (ml); Natural language processing (nlp); Question-answering (qa)","Active learning; Computer aided software engineering; Computer operating systems; Computer software maintenance; Enterprise software; Mobile applications; Model checking; Open source software; Program processors; Requirements engineering; Search engines; Software packages; Software prototyping; Software quality; Software testing; Supervised learning; Artificial intelligence; General data protection regulation; General data protection regulations; Language model; Language processing; Large language model; Legal compliance; Machine learning; Machine-learning; Natural language processing; Natural languages; Question Answering; Question-answering; Software design"
"","","","32nd International Conference on Information System 2011, ICIS 2011, Volume 4","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884646972&partnerID=40&md5=aacd2fa26e9f177d0c850bc302ac08ce","The proceedings contain 299 papers. The special focus in this conference is on Information System. The topics include: Situation awareness through social collaboration platforms in distributed work environments; attaining and enacting green leadership; culture and organizational computer-mediated communication; inter-organizational effects on sociomaterial imbrications and change; intrusiveness of online video advertising and its effects on marketing outcomes; dynamic personal feedback in acquiring information to manage your health; emotions as predictors of performance in virtual worlds; a profiling model for readmission of patients with congestive heart failure; information sharing in NHS polyclinics; integrating self-service kiosks into healthcare delivery organizations; an empirical study with strategic alignment in the healthcare industry; improving knowledge-intensive health care processes beyond efficiency; understanding the drivers and outcomes of healthcare organizational privacy responses; IT-based capabilities, service innovation, and quality in health care; microprocesses of healthcare technology implementation under competing institutional logics; understanding the impact of internet media on patient-clinician trust; measuring emotions in electronic markets; social networking and extending social capacity; an entropy index for multitasking behavior; an instrument for measuring SOA maturity; computer-mediated social networks and environmental behavior; an effective and efficient subpopulation extraction method in very large social networks; reputation and preemption strategies in competing technology networks; software adoption under network effects; consumer product consideration and choice at purchase time at online retailers; business values of community source; learning from peers on social media platforms; code architecture and open source software development; the price and quantity of IT-related intangible capital; the impact of third-party information on the dynamics of online word-of-mouth and retail sales; the roles of agency and artifacts in assembling open data complementarities; the role of culture and personality in the leadership process in virtual teams; user satisfaction of E-government procurement systems in developing countries; differences in knowledge seeking ties between the US and Singapore students; modeling quality dynamics in IT services management; herding behavior as a network externality; exploring information systems control alignment in organizations; the user-centered nature of awareness creation in computer-mediated communication; critical factors affecting compliance to campus alerts; substance and influence in brand communities; the attitude construct in IT adoption research - a scientometric analysis; examining trends of technology diffusion theories in information systems; management of change to ensure IS success; information systems development as a social process; testing tournament selection in creative problem solving using crowds; understanding online payment method choice; the influence of demands and resources on emotional exhaustion with the information systems profession; CIO survival and the composition of the top management team; social capital in the ICT sector - a network perspective on executive turnover and startup performance; activity awareness as a means to promote connectedness, willingness to do additional work, and congeniality; effects of media synchronicity on communication performance; comprehension of online consumer-generated product review; the role of product recommendation agents in collaborative online shopping; three classes of attitude and their implications for IS research; gender differences in virtual collaboration on a creative design task; toward deep understanding of persuasive product recommendation agents; understanding is education quality in developing countries; SYSCO's best business practices (BBP); public expenditure management through khajane - an integrated financial MIS; arguments for the adoption of a heuristic approach to IS research; information systems collaborations as boundary spanning; towards an evidence-based research approach in information systems; grounding theory from Delphi studies; PLS marker variable approach to diagnosing and controlling for method variance; benefits from using continuous rating scales in online survey research; evaluating two automatic methods for classifying information technology concepts; exploring interpersonal relationships in security information sharing; explaining the difference between how security cues and security arguments improve secure behavior; the impact of security practices on regulatory compliance and security performance; personal health records in cloud computing environments; empirical analysis of data breach litigation; extending UTAUT to predict the use of location-based services; project and organizational antecedents of effort withholding in IT project teams; modeling and checking business process compliance rules in the financial sector; participation in open source communities and its implications for organizational commitment; an empirical test of the theory of relationship constraints; an approach for portfolio selection in multi-vendor IT outsourcing; the essential dynamics of information infrastructures; a framework for investigating open innovation processes in ISD; four facets of a process modeling facilitator; a conceptual life event framework for government-to-citizen electronic services provision; perceptual congruence between IS users and professionals on IS service quality - insights from response surface analysis; dynamic service level agreement management for efficient operation of elastic information systems; impact of business intelligence and IT infrastructure flexibility on competitive performance; knowledge refinement effectiveness; towards a framework for measuring knowledge management service productivity; measuring the business value of online social media content for marketers; a data-centric perspective for workflow model management; protecting privacy against regression attacks in predictive data mining; the effects of job design on employees' knowledge contribution to electronic repositories; BI and CRM for customer involvement in product and service development; an effective method of discovering target groups on social networking sites; environmental scanning for customer complaint identification in social media; the effects of user identity and sanctions in online communities on real-world behavior; F-commerce and the crucial role of trust; when artificial feedback hurts - empirical evidence from community-based configuration systems; knowledge collaboration in distributed practice communities; a social identity perspective on participation in virtual healthcare communities; boundary-spanning documents in online communities; network stability and social contagion on the mobile internet; digital complementary assets; trusting social location technologies and interactions; telepresence in business meetings; exploring the role of online social network dependency in habit formation; a sociomateriality practice perspective of online social networking; automatic reputation assessment in Wikipedia; strategic decision support for smart-leasing infrastructure-as-a-service; the impact of different types of satisfaction on C2C platform loyalty; automated negotiations under uncertain preferences; nurturing sales entrepreneurship in consumer-to-consumer marketplaces; competing across different channels for personalized service; the influences of negativity and review quality on the helpfulness of online reviews; winner determination of open innovation contests in online markets; a dual view on IT challenges in corporate divestments and acquisitions; managing the IT integration of acquisitions by multi-business organizations; management commitments that maximize business impact from IT; institutional work and artifact evolution; four perspectives on architectural strategy; a coevolutionary journey of strategic knowledge management alignment; use of social media in disaster management; unpacking the duality of design science; acquiring IT competencies through focused technology acquisitions; IT artifacts and the state of IS research; senior scholars' forum and online social networking and citizen engagement.","",""
"La Cava L.; Tagarelli A.","La Cava, Lucio (57225912867); Tagarelli, Andrea (7004259889)","57225912867; 7004259889","Safeguarding Decentralized Social Media: LLM Agents for Automating Community Rule Compliance","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008776660&doi=10.1016%2fj.osnem.2025.100319&partnerID=40&md5=a15680dcfecbf9fe74c97b5092091f3e","Ensuring content compliance with community guidelines is crucial for maintaining healthy online social environments. However, traditional human-based compliance checking struggles with scaling due to the increasing volume of user-generated content and a limited number of moderators. Recent advancements in Natural Language Understanding demonstrated by Large Language Models unlock new opportunities for automated content compliance verification. This work evaluates six AI-agents built on Open-LLMs for automated rule compliance checking in Decentralized Social Networks, a challenging environment due to heterogeneous community scopes and rules. By analyzing over 50,000 posts from hundreds of Mastodon servers, we find that AI-agents effectively detect non-compliant content, grasp linguistic subtleties, and adapt to diverse community contexts. Most agents also show high inter-rater reliability and consistency in score justification and suggestions for compliance. Human-based evaluation with domain experts confirmed the agents’ reliability and usefulness, rendering them promising tools for semi-automated or human-in-the-loop content moderation systems. Warning: This manuscript may contain sensitive content as it quotes harmful/hateful social media posts. © 2025 Elsevier B.V.","Community rules; Content moderation; Large language models; Mastodon","Artificial intelligence; Automation; Computational linguistics; Natural language processing systems; Social networking (online); Community rule; Compliance checking; Content moderation; Decentralised; Language model; Large language model; Mastodon; Scalings; Social environment; Social media; Compliance control"
"Manivannan R.; Pragathi Y.V.S.S.; Kanike U.K.","Manivannan, R. (57204835530); Pragathi, Y.V.S.S. (57381183500); Kanike, Uday Kumar (58131421700)","57204835530; 57381183500; 58131421700","Integration of image processing and IoT for enhanced patient health checking: A case study","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169513683&doi=10.4018%2f978-1-6684-8618-4.ch022&partnerID=40&md5=f4e353952fc400c1a50ad548d3a9f1fa","The integration of image processing methods with IoT devices in healthcare has revolutionized patient health checkingprocedures, enabling continuous monitoring, automated image analysis, andpersonalized treatments. This improves diagnostic precision, prompt action, andfavorablepatient outcomes. Wearable health trackers and medical equipment collect real-time vital sign data, enabling informed judgments. IoT device integration also enables remote access, virtual consultations, and follow-ups, boosting pa¬tient engagement and treatment compliance. However, issues like data security, interoperability, and infrastructure must be resolved for successful deployment. Future directions include advancements in 6G networks, AI integration, augmented reality, and data fusion methods. © 2023, IGI Global. All rights reserved.","",""
"Aydın M.; Yaman H.","Aydın, Murat (57215968106); Yaman, Hakan (56990804800)","57215968106; 56990804800","Domain knowledge representation languages and methods for building regulations","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082436668&doi=10.1007%2f978-3-030-42852-5_9&partnerID=40&md5=98485baf87c0d5388b770a6c45ae7c45","The development of computable building regulations is an important factor for shortening the communication of building code provisions and automated code compliance checking. The representation of building regulations plays an important role in a computer-readable format which recognizes and understands certain aspects of the domain knowledge in compliance checking of building regulations. It allows compliance checking of a building model according to building regulations, codes and standards, and it evaluates the building model with its building elements. The studies have continued to the present to obtain data from legal sources and to create an appropriate computable representation of building regulations. In this research, the studies on domain knowledge representation of computable building regulation compliance checking are reviewed in detail based on the literature in the last 50 years. It also discusses the languages and methods of the studies under common titles such as Human Languages, Formal Languages, Artificial Intelligence Methods, Markup Language Methods and Semantic Web Methods and also reviews the languages and methods which are used in the representation of building regulations. © Springer Nature Switzerland AG 2020.","Automated Code Compliance Checking; Building Information Modeling; Domain knowledge representation","Architectural design; Building codes; Codes (symbols); Knowledge representation; Markup languages; Regulatory compliance; Artificial intelligence methods; Automated code; Building code provisions; Building Information Model - BIM; Building regulation compliance; Building regulations; Compliance checking; Domain knowledge representations; Compliance control"
"Eleyan A.; Ahmed H.; Bejaoui T.","Eleyan, Amna (39661059000); Ahmed, Hamza (59272678900); Bejaoui, Tarek (8859862200)","39661059000; 59272678900; 8859862200","Leveraging A Deep Learning-Based Privacy Compliance Framework for IoT Applications","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001673340&doi=10.1109%2fMENACOMM62946.2025.10911034&partnerID=40&md5=dc6acd7ef0442ac7bd8330933bbdc48b","This paper explores and investigates the development and implementation of a deep learning-based privacy compliance framework for Internet of Things (IoT) applications. The geometric growth in potentially sensitive data from the vast generations of data as IoT devices proliferate raises critical security and privacy concerns for individuals and organisations. Additionally, rising cybersecurity attacks reshape how data is handled, especially with IoT devices storing sensitive client data. Simultaneously, GDPR and CCPA which are rigorous data protection regulations have created an urgent and imperative need for automated compliance solutions. Utilising these regulatory standards, this research harnesses deep learning methodologies, specifically Convolutional Neural Networks (CNNs) and Long Short-Term Memory (LSTM) networks to tackle these complex challenges while employing public IoT datasets to test. Cutting-edge features are incorporated into the proposed deep-learning framework including threat characterising, anomaly detection, dynamic policy adjustment, and regulatory compliance checking/verification for IoT environments, with the additionality of a devised pipeline encompassing comprehensive data processing, model training, threat detection, compliance checking, and an intuitive user-friendly alert system. The findings concluded that the deep-learning models achieved high accuracy of 99% in threat detection, with general compliance achieving 91% and over of its IoT dataset (RT-IoT2022), concurrently while the integrated compliance checking functions effectively enforced privacy policies from a 'docx' file. This research contributes significantly to the relevant field by offering a novel, automated approach to handling privacy compliance in intricate IoT landscapes, prospectively reducing organisational resource expenditure while enhancing overall data protection measures. © 2025 IEEE.","Artificial Intelligence; Convolutional Neural Networks; Deep Learning; General Data Protection Regulation; Internet of Things; Privacy Compliance Framework","Adversarial machine learning; Convolutional neural networks; Long short-term memory; Compliance checking; Convolutional neural network; Deep learning; General data protection regulations; Geometric growth; Privacy compliance; Privacy compliance framework; Privacy concerns; Security and privacy; Threat detection; Differential privacy"
"Zhang R.; El-Gohary N.","Zhang, Ruichuan (57202535962); El-Gohary, Nora (14519146500)","57202535962; 14519146500","Building information modeling, natural language processing, and artificial intelligence for automated compliance checking","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194679370&doi=10.4337%2f9781839105524.00022&partnerID=40&md5=f5ef8c3cf9cf6af24f009e6f6771e908","[No abstract available]","",""
"Libal T.","Libal, Tomer (36237402200)","36237402200","Towards Automated GDPR Compliance Checking","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105907217&doi=10.1007%2f978-3-030-73959-1_1&partnerID=40&md5=81fdf75ba7fcee02409f995a4a071acb","The GDPR is one of many legal texts which can greatly benefit from the support of automated reasoning. Since its introduction, efforts were made to formalize it in order to support various automated operations. Nevertheless, widespread and efficient automated reasoning over the GDPR has not yet been achieved. In this paper, a tool called the NAI suite is being used in order to annotate article 13 of the GDPR. The annotation results in a fully formalized version of the article, which deals with the transparency requirements of data collection and processing. Automated compliance checking is then being demonstrated via several simple queries. By using the public API of the NAI suite, arbitrary tools can use this procedure to support trust management and GDPR compliance functions. © 2021, Springer Nature Switzerland AG.","Automated reasoning; Compliance checking; Data protection","Artificial intelligence; Automation; Privacy by design; Automated compliance checking; Automated operations; Automated reasoning; Compliance checking; Compliance function; Data collection; Legal texts; Trust management; Compliance control"
"Viktoriia H.; Hnatienko H.; Babenko T.","Viktoriia, Hrechko (57250343300); Hnatienko, Hrygorii (6508320471); Babenko, Tetiana (55320360800)","57250343300; 6508320471; 55320360800","An intelligent model to assess information systems security level","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114502383&doi=10.1109%2fWorldS451998.2021.9514019&partnerID=40&md5=791b27a8a9492ef96954e1aaf21b331d","This research presents a model for assessing information systems cybersecurity maturity level. The main purpose of the model is to provide comprehensive support for information security specialists and auditors in checking information systems security level, checking security policy implementation, and compliance with security standards. The model synthesized based on controls and practices present in ISO 27001 and ISO 27002 and the neural network of direct signal propagation. The methodology described in this paper can also be extended to synthesis a model for different security control sets and, consequently, to verify compliance with another security standard or policy. The resulting model describes a real non-automated process of assessing the maturity of an IS at an acceptable level and it can be recommended to be used in the process of real audit of Information Security Management Systems. © 2021 IEEE.","Artificial Intelligence; Cybersecurity; Information systems security maturity level; Multilayer Perceptron; Security audit","Automation; Backpropagation; Compliance control; Information systems; Information use; Management information systems; Regulatory compliance; Security of data; Sustainable development; Automated process; Information security management systems; Information systems security; Intelligent modeling; Maturity levels; Security controls; Security policy implementation; Security standards; Information management"
"Chen D.; Chen L.; Zhang Y.; Lin S.; Ye M.; Sølvsten S.","Chen, Dayou (59154529000); Chen, Long (57218501068); Zhang, Yu (59154196500); Lin, Shan (59885422200); Ye, Mao (57209730454); Sølvsten, Simon (58035665700)","59154529000; 57218501068; 59154196500; 59885422200; 57209730454; 58035665700","Automated fire risk assessment and mitigation in building blueprints using computer vision and deep generative models","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195094640&doi=10.1016%2fj.aei.2024.102614&partnerID=40&md5=c9503c93926c708d4563905462843a59","Building fire risks pose significant threats to individual safety and bear substantial economic consequences. Consequently, developing effective automated fire risk assessment and mitigation solutions has become increasingly crucial to mitigate fire risks and reduce losses. Previous automated fire risk assessment approaches have predominantly relied on structured building design information, such as Industry Foundation Classes (IFC)-based Building Information Modelling (BIM) models, which limited their applicability in scenarios without such data. Additionally, there is a notable absence of a comprehensive approach in existing research for effectively mitigating fire risks identified during the assessment process. This study aims to bridge these gaps by proposing an innovative approach for assessing and mitigating fire risks using raw building blueprints. This approach incorporates advanced computer vision techniques to process both paper-based and digital blueprints. It then employs a knowledge-based algorithm for evaluating fire safety and regulatory compliance within these blueprints. A key innovation is the development of a deep generative model that redesigns unqualified blueprint designs to meet safety standards. This research contributes to the field by providing a more capable, accessible, and flexible approach for automated building safety, introducing Artificial Intelligence (AI)-enabled solutions for risk mitigation. It offers a versatile option applicable to various building types, significantly enhancing fire safety and compliance, especially for buildings without extensive BIM data. This study addresses the limitations of current methodologies and lays the groundwork for future advancements in automated fire risk assessment and mitigation. © 2024 Elsevier Ltd","Automated compliance checking; Blueprint analysis; Deep generative models; Fire risk management; Floorplan generation","Architectural design; Automation; Compliance control; Computer vision; Fires; Knowledge based systems; Regulatory compliance; Risk assessment; Risk management; Risk perception; Automated compliance checking; Blueprint analyse; Deep generative model; Fire risk assessment; Fire risks; Fire-risk management; Floorplan generation; Floorplans; Generative model; Risk mitigation; Blueprints"
"Sun Y.; Chen M.; Zhao K.; Chen J.","Sun, Yutao (59193829600); Chen, Mingshuai (57020126600); Zhao, Kangjia (58676824100); Chen, Jintao (57221487907)","59193829600; 57020126600; 58676824100; 57221487907","Horae: A Domain-Agnostic Modeling Language for Automating Multimodal Service Regulation∗","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210263395&doi=10.1109%2fICWS62655.2024.00046&partnerID=40&md5=4471e98206d5fe6dae1f471c88159168","Artificial intelligence is rapidly encroaching on the field of service regulation. This work-in-progress article presents the design principles behind Horae, a unified specification language to model multimodal regulation rules across a diverse set of domains. We show how Horae facilitates an intelligent service regulation pipeline by further exploiting a fine-tuned large language model named RuleGPT that automates the Horae modeling process, thereby yielding an end-to-end framework for fully automated intelligent service regulation.  © 2024 IEEE.","compliance checking; multimodal learning; Service regulation; specification languages; violation recognition","Model checking; Specifications; Unified Modeling Language; Compliance checking; Design Principles; Domain agnostics; Intelligent Services; Language model; Multi-modal; Multi-modal learning; Service regulation; Unified specification; Violation recognition; Specification languages"
"Zhou P.; El-Gohary N.","Zhou, Peng (57188648352); El-Gohary, Nora (14519146500)","57188648352; 14519146500","Ontology-based multilabel text classification of construction regulatory documents","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975225132&doi=10.1061%2f%28ASCE%29CP.1943-5487.0000530&partnerID=40&md5=15e3f67fadbcbe596fb476d849fe53ab","In order to fully automate the environmental regulatory compliance checking process, rules should be automatically extracted from applicable environmental regulatory textual documents, such as energy conservation codes. In the authors' automated compliance checking (ACC) approach, prior to rule extraction, the text is first classified into predefined categories to only retrieve relevant clauses and filter out irrelevant ones, thereby improving the efficiency and accuracy of rule extraction. Machine learning (ML) techniques have been commonly used for text classification (TC). Nonontology-based, ML-based TC has, generally, performed well. However, given the need for an exceptionally high performance in TC to support high performance in ACC, further TC performance improvement is needed. To address this need, an ontology-based TC algorithm is proposed to further improve the classification performance by utilizing the semantic features of the text. A domain ontology for conceptualizing the environmental knowledge was used. The proposed ontology-based TC algorithm was tested on 25 environmental regulatory documents, evaluated using four evaluation metrics, and compared with the authors' previously utilized ML-based approach. Based on the testing data, the results show that the ontology-based approach consistently outperformed the ML-based approach, under all evaluation metrics. © 2015 American Society of Civil Engineers.","","Artificial intelligence; Classification (of information); Compliance control; Data mining; Extraction; Information retrieval systems; Learning systems; Ontology; Regulatory compliance; Semantics; Automated compliance checking; Classification performance; Environmental knowledge; Environmental regulatory compliance; Evaluation metrics; Multi-label text classification; Regulatory documents; Text classification; Text processing"
"Amantea I.A.; Governatori G.; Quaranta M.; Molinari M.","Amantea, Ilaria Angela (57209475028); Governatori, Guido (6602545579); Quaranta, Marinella (58641390700); Molinari, Marianna (58642076200)","57209475028; 6602545579; 58641390700; 58642076200","Automated Compliance Checking for Medical Rosters","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005816921&doi=10.3233%2fSHTI250443&partnerID=40&md5=1d5447e73d37d7905b51e32c59d36a58","Healthcare systems encounter significant challenges in operational optimization. One critical area is hospital scheduling, especially regarding staff assignments across various medical departments, where existing tools often fall short. This paper presents a method for automating shift compliance using a rule-based system that employs Deontic Defeasible Logic (DDL). © 2025 The Authors.","AI; Compliance; Healthcare","Guideline Adherence; Humans; Personnel Staffing and Scheduling; Artificial intelligence; Compliance control; Hospitals; Automated compliance checking; Compliance; Defeasible logic; Deontic; Healthcare; Healthcare systems; Operational optimization; Rules based systems; Staff assignments; conference paper; health care system; human; patient compliance; organization and management; personnel management; protocol compliance; Health care"
"Karmakar A.; Delhi V.S.K.","Karmakar, Ankan (57225184134); Delhi, Venkata Santosh Kumar (55358485100)","57225184134; 55358485100","Semantic BIM enrichment using a hybrid ML and rule-based framework for automated tenement compliance checking","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008929247&doi=10.1016%2fj.autcon.2025.106369&partnerID=40&md5=eb5a3f5159436dffb38956fb6a60a53a","Semantic enrichment enhances BIM models by extracting structured information, improving their applicability for Automated Code Compliance Checking. Rule-based methods rely on well-defined conditions but struggle with tasks like space classification, where explicit checking rules are unavailable. Meanwhile, ML-based classification introduces adaptability but faces liability challenges due to misclassifications. This paper proposes a hybrid framework integrating ML for space classification and rule-based inferencing for tenement identification. The approach ensures that ML automates preprocessing, improving classification through meticulous feature engineering, while rule-based reasoning guarantees logical consistency during verification. Validated using real-world datasets from residential projects in Mumbai, India as a case, the ML-based space classification component achieves an F1-score of 0.85 and accuracy of 0.86, demonstrating its effectiveness. The deterministic tenement identification process delivers error-free results for various dwelling configurations, making it highly suitable for verification workflows. This study advances scalable BIM-based compliance systems by refining semantic enrichment methodologies for future applications. © 2024","Automated code compliance checking; Building information modeling; Industry foundation classes; Machine learning; Semantic enrichment","Architectural design; Artificial intelligence; Classification (of information); Compliance control; Housing; Learning systems; Semantics; Automated code; Automated code compliance checking; Building Information Modelling; Code compliance; Compliance checking; Industry foundation class; Machine-learning; Rule based; Semantic enrichment; Structured information; Automation"
"Madireddy S.; Gao L.; Din Z.U.; Kim K.; Senouci A.; Han Z.; Zhang Y.","Madireddy, Soumya (59937286200); Gao, Lu (55448923100); Din, Zia Ud (59098074300); Kim, Kinam (56430000700); Senouci, Ahmed (7004839380); Han, Zhe (57189232693); Zhang, Yunpeng (57196197498)","59937286200; 55448923100; 59098074300; 56430000700; 7004839380; 57189232693; 57196197498","Large Language Model-Driven Code Compliance Checking in Building Information Modeling","2025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007847415&doi=10.3390%2felectronics14112146&partnerID=40&md5=048beceedaab5f7130c9049c533c439a","This research addresses the time-consuming and error-prone nature of manual code compliance checking in Building Information Modeling (BIM) by introducing a Large Language Model (LLM)-driven approach to semi-automate this critical process. The developed system integrates LLMs such as ChatGPT, Claude, Gemini, and Llama, with Revit software to interpret building codes, generate Python scripts, and perform semi-automated compliance checks within the BIM environment. Case studies on a single-family residential project and an office building project demonstrated the system’s ability to reduce the time and effort required for compliance checks while improving accuracy. It streamlined the identification of violations, such as non-compliant room dimensions, material usage, and object placements, by automatically assessing relationships and generating actionable reports. Compared to manual methods, the system eliminated repetitive tasks, simplified complex regulations, and ensured reliable adherence to standards. By offering a comprehensive, adaptable, and cost-effective solution, this proposed approach offers a promising advancement in BIM-based compliance checking, with potential applications across diverse regulatory documents in construction projects. © 2025 by the authors.","AI; BIM; code compliance checking; LLM; semi-automated compliance checking","Apartment houses; Hotels; Houses; Motels; Automated compliance checking; Building Information Modelling; Code compliance; Code compliance checking; Compliance checking; Compliance checks; In-buildings; Language model; Large language model; Semi-automated compliance checking; Building Information Model"
"Zhang J.; El-Gohary N.M.","Zhang, Jiansong (55358453700); El-Gohary, Nora M. (14519146500)","55358453700; 14519146500","Extending Building Information Models Semiautomatically Using Semantic Natural Language Processing Techniques","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179885245&doi=10.1061%2f%28ASCE%29CP.1943-5487.0000536&partnerID=40&md5=7b4d183ab762a0ebe80ae92b23eaa5ce","Automated compliance checking (ACC) of building designs requires automated extraction of information from building information models (BIMs). However, current industry foundation classes (IFC)-based BIMs provide limited support for ACC, because they lack the necessary information that is needed to perform compliance checking (CC). In this paper, the authors propose a new method for extending the IFC schema to incorporate CC-related information, in an objective and semiautomated manner. The method utilizes semantic natural language processing techniques and machine learning techniques to extract concepts from documents that are related to CC (e.g., building codes) and match the extracted concepts to concepts in the IFC class hierarchy. The proposed method includes a set of methods/algorithms that are combined into one computational platform: (1) a method for concept extraction that utilizes pattern-matching-based rules to extract regulatory concepts from CC-related regulatory documents; (2) a method for concept matching and semantic similarity assessment to select the most related IFC concepts to the extracted regulatory concepts; and (3) a machine learning classification method for predicting the relationship between the extracted regulatory concepts and their most related IFC concepts. The proposed method enables the extension of the IFC schema, in an objective way, using any construction regulatory document. To test and evaluate the proposed method, two chapters were randomly selected from the International Building Code (IBC) 2006 and 2009. Chapter 12 of IBC 2006 was used for training/development and Chapter 19 of IBC 2009 was used for testing and evaluation. Comparing to manually-developed gold standards, 91.7% F1-measure, 84.5% adoption rate, and 87.9% precision were achieved for regulatory concept extraction, IFC concept selection, and relationship classification, respectively. © 2016 American Society of Civil Engineers.","Automated compliance checking (ACC); Automated construction management systems; Automated information extraction; Building information modeling (BIM); Industry foundation classes (IFC) extension; Knowledge modeling; Natural language processing; Semantic systems","Architectural design; Artificial intelligence; Automation; Compliance control; Information management; Information retrieval; Information theory; Learning algorithms; Learning systems; Modeling languages; Project management; Semantics; Automated compliance checking; Automated construction; Automated construction management system; Automated information; Automated information extraction; Building information modeling; Building Information Modelling; Class extension; Construction management system; Industry foundation class  extension; Knowledge model; Language processing; Natural language processing; Natural languages; Semantic systems; Natural language processing systems"
